AverageReturn,AveragePolicyStd,LossAfter,Time,MaxReturn,ItrTime,MeanKL,NumTrajs,LossBefore,MinReturn,Perplexity,TotalExecTime,ExplainedVariance,StdReturn,MaxKL,Entropy
1137.5,0.805297,-0.146587,5.184757232666016,2500.0,5.184763431549072,1.09772,40,0.00642384,300.0,11.0609,5.136142730712891,0.375597201296,518.501446478,14.0719,2.40341
4835.0,0.808026,-0.0546721,9.99541687965393,6800.0,4.808055877685547,0.0907372,40,-0.0207366,2400.0,11.1321,4.739297389984131,0.779678520098,1049.41650454,5.32886,2.40984
5390.0,0.80381,-0.107987,14.52075743675232,6600.0,4.51986289024353,0.0623952,40,-0.0734358,2900.0,11.0173,4.490067958831787,0.857895344668,718.957578721,1.3039,2.39947
5712.5,0.789189,-0.0819036,19.351489067077637,7500.0,4.825524806976318,0.0600582,40,-0.052816,2300.0,10.6201,4.754638433456421,0.830409584973,1395.20383815,2.58993,2.36275
5925.0,0.778986,-0.105551,24.120375394821167,7500.0,4.761507034301758,0.134151,40,-0.0637371,3600.0,10.3433,4.705254793167114,0.850716054719,1005.67141751,1.67329,2.33634
5207.5,0.766627,-0.0767011,28.824414253234863,7400.0,4.70031213760376,0.151754,40,-0.0378258,2100.0,10.0189,4.652453422546387,0.794143080054,1573.43374503,0.653883,2.30447
6107.5,0.75924,-0.105747,33.599066972732544,7300.0,4.770930528640747,0.202578,40,-0.0513454,4200.0,9.83119,4.7275025844573975,0.90874377304,711.121473449,3.96176,2.28556
