1StdReturn,1ExplainedVariance,LossBefore,0EnvExecTime,0StdReturn,0AverageReturn,1MaxReturn,1Perplexity,dLoss,0NumTrajs,0Entropy,1MinReturn,0ExplainedVariance,1AverageReturn,0AveragePolicyStd,1EnvExecTime,MeanKLBefore,0ProcessExecTime,0MinReturn,0MaxReturn,0PolicyExecTime,0Perplexity,ComputeUpdatedDistTime,1AveragePolicyStd,1PolicyExecTime,MeanKL,1ProcessExecTime,1NumTrajs,1Entropy,ItrTime,LossAfter,Time
559.143181573,0.151885193894,-1.2805685401e-09,35.59518074989319,435.026148639,136.5,2700.0,17.0013,0.00628049031366,2000,2.83788,0.0,0.0949296497955,216.55,1.0,36.849839210510254,3.74712066931e-10,1.3219420909881592,0.0,2700.0,46.55737900733948,17.0795,0.9495782852172852,0.997714,74.90374445915222,0.00651558674872,1.3277461528778076,2000,2.83329,206.73030042648315,-0.00628049159423,206.73029899597168
643.618675925,0.162311480487,1.62981450558e-09,35.55758333206177,459.31906122,156.0,2800.0,17.0501,0.00714224739932,2000,2.83554,0.0,0.103948750765,275.0,0.99884,36.30027651786804,-2.15368500811e-09,1.3126428127288818,0.0,2600.0,47.91732048988342,17.0397,0.13318419456481934,0.999163,72.10992908477783,0.00999490078539,1.3031752109527588,2000,2.83615,200.94282603263855,-0.0071422457695,411.8067297935486
643.659069306,0.147013249266,-1.86264514923e-09,36.29659652709961,447.40395338,142.95,2800.0,17.0563,0.00508603174239,2000,2.84018,0.0,0.0983853207461,280.05,1.00124,36.262184619903564,-1.62981628193e-09,1.3523814678192139,0.0,2800.0,57.6663384437561,17.1188,0.11964988708496094,0.999377,69.29680490493774,0.00735406111926,1.3271005153656006,2000,2.83652,210.17776656150818,-0.00508603360504,626.5166146755219
607.91346218,0.159362934427,-1.16415321827e-10,37.2485568523407,453.642257181,147.05,2800.0,16.8982,0.00471068255138,2000,2.83162,0.0,0.0988722970937,246.65,0.997041,39.54095768928528,-1.53668100467e-08,1.4214742183685303,0.0,2700.0,59.231815338134766,16.9729,0.11981034278869629,0.994861,79.84001588821411,0.00836924649775,1.457054853439331,2000,2.82721,225.9479320049286,-0.00471068266779,857.1964936256409
691.816881479,0.18024060246,3.25962901115e-09,39.9399619102478,456.024166026,148.6,2800.0,16.4324,0.00518125342205,2000,2.80225,0.0,0.0997071653128,315.95,0.982536,43.0619215965271,-9.60427404273e-10,1.5282979011535645,0.0,2700.0,66.35032796859741,16.4817,0.12966513633728027,0.981027,84.36844825744629,0.00922886654735,1.585777759552002,2000,2.79926,243.70799779891968,-0.00518125016242,1105.9830555915833
667.075286231,0.16344221179,4.19095158577e-09,46.88226246833801,512.964011896,186.85,2900.0,15.724,0.00288125430234,2000,2.75858,0.0,0.104865079723,306.75,0.961345,49.35132956504822,-1.86264359492e-09,1.8200733661651611,0.0,2700.0,61.89276099205017,15.7775,0.1763765811920166,0.959716,90.36619257926941,0.00929937697947,1.9043164253234863,2000,2.75519,261.5394413471222,-0.00288125011139,1373.0097346305847
710.860308007,0.177637174322,2.37196218222e-09,45.120527505874634,501.427950956,174.9,2900.0,15.7005,0.00524833290547,2000,2.75866,0.0,0.103923653102,325.35,0.961394,43.65230941772461,-9.31322574615e-10,1.7437827587127686,0.0,2600.0,54.879937410354614,15.7788,0.11591792106628418,0.958978,88.25109577178955,0.00886283256114,1.640000820159912,2000,2.75369,242.20757603645325,-0.0052483305335,1621.7961647510529
677.403867719,0.157005260232,1.39698386192e-09,38.46417784690857,487.825286347,165.7,2800.0,15.4203,0.00476655596867,2000,2.73614,0.0,0.10308316128,312.0,0.950556,40.063987493515015,3.72528785597e-09,1.4425058364868164,0.0,2800.0,58.41630482673645,15.4273,0.11198592185974121,0.950318,83.21269297599792,0.00660393852741,1.4565696716308594,2000,2.73569,229.54240798950195,-0.00476655457169,1856.059888601303
671.683331266,0.143425647475,-1.01863406599e-10,38.49633049964905,513.085078228,184.55,2900.0,15.228,0.00579384424782,2000,2.7215,0.0,0.102819244183,302.55,0.943556,39.42054843902588,1.11758762245e-08,1.4610183238983154,0.0,2700.0,60.06742596626282,15.2031,0.11354517936706543,0.944305,83.74593806266785,0.00910019222647,1.4809653759002686,2000,2.72313,231.29234743118286,-0.00579384434968,2092.153131723404
703.600341103,0.147180779055,-2.18278728426e-10,38.4981005191803,555.981510484,211.6,2800.0,14.799,0.00632958371716,2000,2.70005,0.0,0.111803986373,328.4,0.933579,39.76302146911621,-1.86264514923e-08,1.4334526062011719,0.0,2700.0,56.25791597366333,14.8805,0.10974979400634766,0.93103,82.64464926719666,0.00939913932234,1.4573817253112793,2000,2.69456,226.61146545410156,-0.00632958393544,2323.3281071186066
718.356673248,0.157671168127,-4.43833414465e-10,38.25336837768555,489.163875915,165.45,2900.0,14.4987,0.00186651272088,2000,2.6811,0.0,0.0843895553321,328.7,0.924765,39.583536863327026,-3.72529007642e-09,1.4332380294799805,0.0,2600.0,57.900790214538574,14.6012,0.12108182907104492,0.92152,81.91986632347107,0.00985600892454,1.4552092552185059,2000,2.67406,227.6687204837799,-0.00186651316471,2555.9827444553375
715.235581819,0.169112139829,2.56113708019e-09,38.620985984802246,514.843643741,182.65,2900.0,14.5475,0.00368080870248,2000,2.68236,0.0,0.114445235,338.25,0.925365,39.36250829696655,0.0,1.4681649208068848,0.0,2700.0,59.657578468322754,14.6196,0.12089180946350098,0.923107,80.95590281486511,0.00408136472106,1.4312050342559814,2000,2.67742,230.16088557243347,-0.00368080614135,2790.5866072177887
724.898827424,0.156716418064,-3.45607986674e-10,38.47774338722229,522.6406007,184.45,2800.0,14.1796,0.00318496709588,2000,2.6574,0.0,0.106961628444,351.3,0.913853,39.58400893211365,5.58793544769e-09,1.4626398086547852,0.0,2700.0,59.01945686340332,14.2591,0.1243886947631836,0.911303,83.62573766708374,0.007224756293,1.4188892841339111,2000,2.6518,230.1229476928711,-0.00318496744148,3025.6064484119415
