Perplexity,MaxKL,MinReturn,AveragePolicyStd,Entropy,ItrTime,Time,StdReturn,MaxReturn,LossAfter,TotalExecTime,LossBefore,AverageReturn,NumTrajs,MeanKL,ExplainedVariance
21.7921,5.27126,0.0,1.12957,3.08155,13.344537496566772,13.344531297683716,357.036412709,1300.0,-0.000617854,13.263915300369263,0.0060731,255.0,20,0.0336996,0.402622338204
21.9249,0.258428,0.0,1.13303,3.08762,12.216350317001343,25.56502366065979,737.834669828,2300.0,0.00926372,12.142507076263428,0.0123597,640.0,20,0.00359529,0.297229541992
22.0608,5.63019,0.0,1.13654,3.0938,12.887875318527222,38.46146202087402,714.755202849,3200.0,0.018291,12.791463851928711,0.0129141,525.0,20,0.0436939,0.228692150883
22.2037,0.0597246,0.0,1.14023,3.10026,12.331315517425537,50.79965782165527,501.597448159,1900.0,-0.0139443,12.284247159957886,-0.0122367,380.0,20,0.00081963,0.34591640592
22.0682,0.566827,0.0,1.13678,3.09414,13.109290361404419,63.91450214385986,1119.19614009,4400.0,0.00887722,13.051156520843506,0.0125443,920.0,20,0.0129978,0.224411833164
22.2071,0.229163,0.0,1.14033,3.10041,13.38694429397583,77.31171727180481,937.01654201,4300.0,0.00604596,13.342979669570923,0.00747788,800.0,20,0.0023757,0.215260078354
22.2903,0.122142,0.0,1.14251,3.10415,11.71998929977417,89.03692269325256,757.809342777,3000.0,-0.0112481,11.652831315994263,-0.00679162,735.0,20,0.00457832,0.303791982193
