AverageReturn,AveragePolicyStd,MaxKL,LossAfter,MaxReturn,Perplexity,Entropy,TotalExecTime,MinReturn,Time,NumTrajs,MeanKL,ItrTime,ExplainedVariance,LossBefore,StdReturn
90.0,1.00326,0.345635,-0.0342875,1100.0,17.1557,2.84233,10.794351577758789,0.0,10.85933518409729,20,0.0319518,10.859338283538818,0.246673737486,-0.0183392,277.308492477
1595.0,0.994215,0.173671,-0.00111339,7400.0,16.8439,2.82399,10.51209306716919,0.0,21.42393708229065,20,0.0294505,10.561362266540527,0.631640394073,0.0165007,2633.14925517
11465.0,0.99816,0.388854,-0.0494375,28700.0,16.9835,2.83224,10.473045349121094,0.0,31.939952850341797,20,0.111477,10.511331558227539,0.797859700376,-0.0231177,10765.3738904
26385.0,0.992387,0.0956703,-0.0251737,36300.0,16.7883,2.82068,10.671976804733276,0.0,42.76993370056152,20,0.0247627,10.825690031051636,0.892465967565,-0.0151637,13319.1694561
23590.0,0.988727,0.125311,-0.0262134,37700.0,16.6615,2.8131,10.375844240188599,0.0,53.1910445690155,20,0.0453383,10.411031484603882,0.874474378915,-0.0131424,14074.7610992
30765.0,0.985627,0.425935,-0.0459225,35600.0,16.5524,2.80653,10.646584272384644,19400.0,63.903363943099976,20,0.253959,10.707787990570068,0.858300185601,-0.000375934,3632.11715119
8950.0,0.985343,0.597175,-0.0701688,15800.0,16.5492,2.80634,10.698793888092041,0.0,74.66339206695557,20,0.375316,10.755959510803223,0.34579642742,-0.00280949,3171.51383412
