LossAfter,Time,Perplexity,ExplainedVariance,Entropy,MaxReturn,LossBefore,ItrTime,TotalExecTime,StdReturn,AverageReturn,MinReturn,MaxKL,NumTrajs,AveragePolicyStd,MeanKL
10.7119,13.401540994644165,17.0795,0.334075577359,2.83788,1900.0,-0.00721319,13.401546239852905,13.245031118392944,555.225179544,185.0,0.0,3885.58,20,1.0,62.7583
0.830603,26.11883854866028,16.9567,0.100236379048,2.83066,1500.0,0.00643238,12.697107791900635,12.436749696731567,326.917420766,75.0,0.0,405.204,20,0.996401,11.4034
-0.0,40.54738783836365,17.0113,1,2.83388,0.0,-0.0,14.421559572219849,14.288780689239502,0.0,0.0,0.0,0.0,20,0.998004,0.0
-0.0,55.385645627975464,17.0113,1,2.83388,0.0,-0.0,14.817127704620361,14.664952278137207,0.0,0.0,0.0,0.0,20,0.998004,0.0
-0.514885,68.6496832370758,17.0113,0.27095289921,2.83388,1400.0,0.0135587,13.246061086654663,13.08242130279541,343.365694268,110.0,0.0,272.85,20,0.998004,4.07969
0.271999,82.43277192115784,17.1271,0.145966418348,2.84066,2600.0,-0.0124289,13.780590534210205,13.620108366012573,696.491205975,230.0,0.0,114.021,20,1.0014,0.856403
-0.0,95.91428327560425,17.021,1,2.83445,0.0,-0.0,13.4422926902771,13.291825771331787,0.0,0.0,0.0,0.0,20,0.998287,0.0
