AverageReturn,ItrTime,StdReturn,Entropy,Time,ExplainedVariance,MeanKL,MaxKL,MaxReturn,AveragePolicyStd,Perplexity,TotalExecTime,MinReturn,LossBefore,LossAfter,NumTrajs
11275.0,11.745469331741333,5865.82261921,2.73374,11.74546504020691,0.651394731465,0.199221,4.03518,18900.0,0.949513,15.3903,11.621505737304688,0.0,-0.00655314,-0.0517801,20
16520.0,11.973594903945923,5682.04188651,2.72719,23.7248752117157,0.841612766342,0.0418765,0.461864,21200.0,0.946461,15.2898,11.817742824554443,0.0,-0.0026424,-0.019982,20
15520.0,11.609431743621826,7529.98007965,2.72586,35.340975284576416,0.751372920051,0.0301408,0.177805,23000.0,0.9457,15.2696,11.53377366065979,0.0,-0.0166838,-0.0312155,20
13380.0,11.744129657745361,7285.84929847,2.71752,47.09624266624451,0.830293684704,0.00563317,0.0304257,20700.0,0.941728,15.1428,11.686220645904541,0.0,0.0219929,0.0186233,20
15865.0,11.389013051986694,7166.39902601,2.72852,58.491008043289185,0.838668254542,0.0182794,0.0878974,21200.0,0.947026,15.3102,11.290297269821167,0.0,-0.000260714,-0.0102174,20
10795.0,11.80405306816101,8197.22361535,2.72839,70.30592823028564,0.578094683762,0.0112599,0.0691049,21300.0,0.94702,15.3082,11.749070644378662,0.0,0.00557811,-0.00170293,20
16070.0,10.508894920349121,6467.92857103,2.73118,80.82698392868042,0.839031297264,0.0285276,0.151214,21400.0,0.948459,15.351,10.442020654678345,0.0,0.000948802,-0.012188,20
