MaxKL,ExplainedVariance,ItrTime,MinReturn,LossBefore,MeanKL,Entropy,LossAfter,StdReturn,TotalExecTime,Perplexity,Time,AveragePolicyStd,NumTrajs,AverageReturn,MaxReturn
0.544128,0.782428075775,5.057658433914185,0.0,-0.015504,0.136732,2.74043,-0.0444325,404.814772458,5.004356384277344,15.4937,5.0576536655426025,0.95435,20,975.0,1400.0
1.05306,0.916046018972,4.793816566467285,0.0,-0.0246125,0.0741769,2.72493,-0.0485879,279.060925248,4.720646858215332,15.2553,9.860053300857544,0.947085,20,1125.0,1400.0
0.0752575,0.951888791659,5.132944583892822,1100.0,-0.00983317,0.0121762,2.71262,-0.017181,83.6660026534,5.09244441986084,15.0688,15.003010034561157,0.941462,20,1200.0,1400.0
0.221887,0.926562871801,4.838752508163452,600.0,0.0101313,0.0179651,2.70771,0.000426512,178.605710995,4.800404071807861,14.9948,19.85116410255432,0.939269,20,1190.0,1400.0
0.381438,0.912471454154,4.887380838394165,300.0,-0.0040387,0.0246666,2.71277,-0.0159965,210.416254125,4.860087633132935,15.071,24.743979692459106,0.941235,20,1135.0,1500.0
0.635022,0.753537633207,4.611169338226318,200.0,0.00765823,0.0375325,2.71075,-0.0142058,402.833712591,4.556591272354126,15.0406,29.35906195640564,0.940166,20,915.0,1400.0
0.15769,0.862969457852,4.600467920303345,500.0,0.00520693,0.0147547,2.71458,-0.00191909,304.753999153,4.561307668685913,15.0983,33.96613430976868,0.942246,20,1225.0,2200.0
