Perplexity,ExplainedVariance,AveragePolicyStd,MaxKL,ItrTime,Entropy,Time,MinReturn,MeanKL,AverageReturn,TotalExecTime,LossAfter,StdReturn,MaxReturn,NumTrajs,LossBefore
17.0561,0.213567620805,0.999438,51.1201,17.58065938949585,2.83651,17.580652952194214,0.0,0.443917,70.0,17.238483428955078,0.0150118,230.434372436,1000.0,20,0.00757006
17.1857,1,1.00317,0.0,15.054840087890625,2.84408,32.64202284812927,0.0,0.0,0.0,14.826372861862183,-0.0,0.0,0.0,20,-0.0
17.1857,0.0632276015831,1.00317,25.8569,17.906025409698486,2.84408,50.572449922561646,0.0,0.194198,5.0,17.810387134552002,0.0316903,21.7944947177,100.0,20,0.00838944
17.258,0.0963103006231,1.00529,29.0228,18.31989574432373,2.84827,68.90832734107971,0.0,0.179879,60.0,18.09905695915222,-0.0351101,203.469899494,900.0,20,-0.015377
17.1258,0.0867736470801,1.00138,9.4713,17.03632926940918,2.84059,85.97436451911926,0.0,0.148543,10.0,16.81229853630066,-0.0142972,43.5889894354,200.0,20,-0.00596018
17.0749,0.144475596115,0.999871,2.61559,14.300013065338135,2.83761,100.29885268211365,0.0,0.0232879,10.0,14.057503700256348,-0.027827,43.5889894354,200.0,20,-0.0277017
16.84,0.436207786959,0.992982,0.00712788,17.604060649871826,2.82376,117.9220016002655,0.0,0.000714892,25.0,17.38210368156433,-0.0222044,76.6485485838,300.0,20,-0.0199709
