Entropy,MaxKL,NumTrajs,LossBefore,MaxReturn,TotalExecTime,MeanKL,ItrTime,Time,MinReturn,Perplexity,AverageReturn,ExplainedVariance,LossAfter,StdReturn,AveragePolicyStd
1.73658,3.36096,40,0.0403364,900.0,6.367536306381226,1.45122,6.45237135887146,6.452367544174194,0.0,5.67789,365.0,0.20004445433,-0.127401,269.768419204,0.58088
1.77692,0.293928,40,-0.0660573,7800.0,5.838876008987427,0.137803,5.894956827163696,12.351736068725586,6100.0,5.9116,6835.0,0.968752462052,-0.103782,424.58803563,0.593319
1.74389,0.414349,40,-0.0618572,8000.0,6.318173408508301,0.0868092,6.368128776550293,18.725194215774536,6600.0,5.71953,7370.0,0.983242465014,-0.0911596,352.278299076,0.583484
1.71296,0.103881,40,-0.0617564,8200.0,6.226362943649292,0.0301838,6.293421506881714,25.04676580429077,7100.0,5.54534,7650.0,0.989905402311,-0.0737237,273.861278753,0.573964
1.68208,0.91035,40,-0.0198999,8100.0,6.744924068450928,0.107299,6.844949245452881,31.898507833480835,6900.0,5.37673,7657.5,0.989369335605,-0.0564507,319.286313518,0.564628
1.67213,0.259282,40,-0.0174155,8400.0,6.489196538925171,0.070409,6.529090404510498,38.433454275131226,7200.0,5.3235,7725.0,0.990824001817,-0.0421716,303.932558309,0.561581
1.66342,0.499847,40,-0.00979206,8300.0,6.9638049602508545,0.0436901,7.007541656494141,45.46762561798096,7400.0,5.27734,7865.0,0.993852448575,-0.0319005,226.439837484,0.559146
