LossBefore,TotalExecTime,Perplexity,MaxReturn,ExplainedVariance,MinReturn,Time,AveragePolicyStd,StdReturn,MeanKL,Entropy,AverageReturn,NumTrajs,ItrTime,LossAfter,MaxKL
-0.0,10.783629417419434,17.1557,0.0,1,0.0,10.870558023452759,1.00326,0.0,0.0,2.84233,0.0,20,10.870562076568604,-0.0,0.0
0.0174983,10.388760328292847,17.1557,100.0,0.0456805959145,0.0,21.45535111427307,1.00326,21.7944947177,0.0279945,2.84233,5.0,20,10.581717252731323,0.00958575,0.0966088
0.0171868,10.588436365127563,17.3064,1500.0,0.0820385377844,0.0,32.10256481170654,1.00754,479.035489291,0.0982242,2.85108,345.0,20,10.64439582824707,-0.00488338,0.376662
0.00330989,10.49610710144043,17.4558,7600.0,0.17599038369,1200.0,42.67959213256836,1.01182,1580.0,0.160655,2.85967,3460.0,20,10.57207441329956,-0.0334454,0.376375
-0.00365487,10.4966561794281,17.4847,24100.0,0.334744623894,0.0,53.229650020599365,1.01262,6193.77711901,0.010868,2.86133,11175.0,20,10.546159744262695,-0.00951681,0.0597167
-0.0339198,10.607125520706177,17.4528,32400.0,0.422138940167,500.0,63.91040802001953,1.01175,10019.1267085,0.0684429,2.8595,13490.0,20,10.676949977874756,-0.0509906,0.322427
-0.0100555,10.628664493560791,17.1593,23700.0,0.487388215379,9300.0,74.5884690284729,1.00309,3991.09947258,0.135589,2.84254,15775.0,20,10.674358129501343,-0.0359027,0.373323
