LossAfter,Entropy,ExplainedVariance,MeanKL,StdReturn,AverageReturn,Perplexity,AveragePolicyStd,MaxReturn,TotalExecTime,ItrTime,LossBefore,MaxKL,Time,NumTrajs,MinReturn
-0.243798,2.40341,0.883790560777,1.63871,713.424838368,5495.0,11.0609,0.805297,7100.0,4.834651947021484,4.927588939666748,-0.0402709,19.0544,4.927583694458008,40,3900.0
-0.0292867,2.36314,0.112772808789,0.107599,436.921045499,460.0,10.6243,0.788988,1600.0,4.578886270523071,4.660092830657959,0.00727859,1.53257,9.592737913131714,40,0.0
-0.0833493,2.36678,0.539748419175,0.31281,700.285656,2110.0,10.663,0.790548,3800.0,4.65883731842041,4.701810359954834,0.00117125,2.32426,14.300107479095459,40,1000.0
-0.120605,2.36737,0.897196274224,0.246138,657.642570094,5547.5,10.6693,0.7909,6600.0,4.638721942901611,4.690985918045044,-0.0581322,10.1636,19.003172874450684,40,3900.0
-0.120298,2.3383,0.820551265311,0.295958,1435.23517237,5690.0,10.3636,0.779309,7500.0,4.729136943817139,4.767733573913574,-0.0494825,14.9929,23.775824069976807,40,2700.0
-0.0996996,2.31356,0.922969160682,0.163409,555.197037096,5802.5,10.1103,0.76954,7000.0,4.7228193283081055,4.759931325912476,-0.0521775,1.34316,28.541749715805054,40,4600.0
-0.0658692,2.28747,0.925420214071,0.0240233,790.23730613,6555.0,9.84998,0.759516,7800.0,4.977250337600708,5.0605340003967285,-0.0482798,0.338742,33.61046767234802,40,4200.0
