NumTrajs,Perplexity,MaxKL,MinReturn,LossBefore,Entropy,LossAfter,ExplainedVariance,MaxReturn,AverageReturn,StdReturn,AveragePolicyStd,TotalExecTime,MeanKL,ItrTime,Time
40,5.67789,1.0491,0.0,0.0234788,1.73658,-0.0141162,0.0807032214924,100.0,10.0,30.0,0.58088,6.304646730422974,0.176751,6.4030396938323975,6.403034925460815
40,5.81277,0.321393,0.0,-0.00710989,1.76006,-0.0325561,0.509564260617,200.0,80.0,64.0312423743,0.587655,6.059299945831299,0.0535916,6.1685895919799805,12.588227033615112
40,5.79215,0.53393,0.0,-0.00196249,1.7565,-0.0400462,0.592822381181,300.0,107.5,56.5132727773,0.586854,6.055662393569946,0.14214,6.1337549686431885,18.725863695144653
40,5.78647,0.028843,0.0,0.00364291,1.75552,-0.00133192,0.312035447482,500.0,135.0,101.365674664,0.586829,5.9538044929504395,0.00741364,5.984745502471924,24.716554880142212
40,5.79702,0.298655,0.0,0.0154303,1.75734,-0.00940389,0.261918623151,700.0,170.0,141.774468788,0.587703,6.680721282958984,0.0634256,6.749618053436279,31.472639799118042
40,5.84191,0.520337,100.0,0.0239267,1.76506,-0.0417757,0.139847193263,1500.0,530.0,360.693775937,0.59095,5.919148921966553,0.18464,5.9891676902771,37.47276496887207
40,5.91222,0.749789,900.0,0.0332271,1.77702,-0.0694837,0.505316524043,4400.0,2545.0,958.631837569,0.595713,6.105443477630615,0.288237,6.162136554718018,43.64999461174011
