AveragePolicyStd,ExplainedVariance,MaxKL,TotalExecTime,NumTrajs,ItrTime,StdReturn,AverageReturn,Entropy,MeanKL,LossBefore,MaxReturn,Perplexity,LossAfter,Time,MinReturn
0.956152,0.130131364527,0.163592,24.277079105377197,20,24.382641792297363,108.972473589,25.0,2.7481,0.0186287,-0.0131355,500.0,15.613,-0.0207572,24.38263487815857,0.0
0.94991,0.334181027389,0.016703,23.5161075592041,20,23.79038953781128,308.666486681,85.0,2.73497,0.00332675,-0.0114562,1400.0,15.4093,-0.0132727,48.177164793014526,0.0
0.94715,0.621779987123,0.653811,22.664424896240234,20,22.746070861816406,4623.32131698,3070.0,2.72924,0.138702,-0.00132124,15200.0,15.3212,-0.0324136,70.93106293678284,0.0
0.946867,0.750880008152,0.35711,22.518190622329712,20,22.665600538253784,13468.942052,12560.0,2.72858,0.06189,0.00765395,37300.0,15.3111,-0.0102562,93.6086368560791,0.0
0.948666,0.780969636276,0.339474,22.77121639251709,20,22.835395574569702,14833.826209,13160.0,2.73241,0.0537154,-0.00486939,40200.0,15.3698,-0.0201544,116.44759249687195,0.0
0.947549,0.791128173297,0.0784767,23.266134023666382,20,23.455122470855713,16219.6878823,8865.0,2.72997,0.0151392,0.0130254,45900.0,15.3325,0.00742482,139.92519402503967,0.0
0.950655,0.873127570297,0.0365054,22.803234338760376,20,22.910135746002197,18534.8556779,15825.0,2.73648,0.00673676,-0.0172101,46200.0,15.4326,-0.0210993,162.84664154052734,0.0
