StdReturn,TotalExecTime,Entropy,MaxKL,LossBefore,MaxReturn,MeanKL,ItrTime,AverageReturn,MinReturn,LossAfter,Time,NumTrajs,ExplainedVariance,Perplexity,AveragePolicyStd
859.418407995,26.022034168243408,3.08155,1.09231,0.00787447,2500.0,0.0389532,26.12108325958252,820.0,0.0,-0.00466192,26.121078968048096,20,0.430172579348,21.7921,1.12957
933.528253456,24.468666791915894,3.08942,9.34945,-0.00567893,3700.0,0.024113,24.58615803718567,705.0,0.0,-0.00409395,50.71678590774536,20,0.395747197936,21.9644,1.13403
827.284715198,27.808520078659058,3.08658,0.305671,-0.00381004,3700.0,0.00407795,27.916322946548462,360.0,0.0,-0.0066424,78.637619972229,20,0.387803631366,21.9021,1.13242
918.408950305,26.879199504852295,3.08468,0.141541,-0.0130998,3800.0,0.00110272,26.95484447479248,805.0,0.0,-0.0150481,105.59561252593994,20,0.390045903002,21.8604,1.13134
1287.98291914,26.940293788909912,3.07813,0.830398,0.0109359,5700.0,0.00523219,27.032809257507324,890.0,0.0,0.00738735,132.6379415988922,20,0.249827741723,21.7177,1.12764
722.56487598,23.58937644958496,3.0836,0.204439,-0.0070142,2300.0,0.00418544,23.770365715026855,770.0,0.0,-0.0108825,156.41483616828918,20,0.357813632513,21.8368,1.13073
1183.33215962,24.887309551239014,3.08009,0.0378864,0.00715931,4700.0,0.00149946,24.997087240219116,635.0,0.0,0.00498735,181.4178283214569,20,0.221663029467,21.7603,1.12875
