LossBefore,MaxReturn,TotalExecTime,MinReturn,Time,ExplainedVariance,AverageReturn,MeanKL,StdReturn,MaxKL,AveragePolicyStd,Perplexity,Entropy,NumTrajs,LossAfter,ItrTime
0.0177193,2600.0,13.666067600250244,0.0,13.737310647964478,0.546395894928,575.0,0.0506357,808.625376797,6.78971,1.12957,21.7921,3.08155,20,-0.0107875,13.737294435501099
0.00623509,1600.0,14.28145694732666,0.0,28.128087997436523,0.47164214655,215.0,0.00122781,441.899309798,0.114041,1.13962,22.1817,3.09927,20,0.00445323,14.38760495185852
0.00062478,2000.0,13.793862104415894,0.0,42.00445580482483,0.524482476493,460.0,0.00722543,650.6919394,1.03758,1.1414,22.251,3.10239,20,-0.00182226,13.868074655532837
0.00566759,4400.0,13.867833852767944,0.0,55.92645192146301,0.375937178704,795.0,0.00329699,1065.11736443,0.329993,1.14158,22.2579,3.1027,20,0.00299826,13.915565729141235
-0.0111274,2200.0,13.486965656280518,0.0,69.46131086349487,0.409469322418,385.0,0.00193598,567.692698561,0.192245,1.1432,22.3211,3.10553,20,-0.014068,13.52934193611145
-0.000571791,3300.0,12.598435163497925,0.0,82.14000606536865,0.602693980794,665.0,0.0046473,887.28518527,0.243982,1.14002,22.1972,3.09997,20,-0.00437957,12.674046039581299
0.0114122,3700.0,11.730333089828491,0.0,93.95012092590332,0.716123876322,780.0,0.00182262,1185.58002682,0.220424,1.13986,22.1909,3.09968,20,0.00906011,11.796844959259033
