Entropy,TotalExecTime,AveragePolicyStd,AverageReturn,MaxKL,MinReturn,Perplexity,LossAfter,LossBefore,MaxReturn,Time,MeanKL,ExplainedVariance,StdReturn,ItrTime,NumTrajs
2.7481,25.438189268112183,0.956152,0.0,0.0,0.0,15.613,-0.0,-0.0,0.0,25.557514905929565,0.0,1,0.0,25.557520389556885,20
2.7481,24.519564867019653,0.956152,0.0,0.0,0.0,15.613,-0.0,-0.0,0.0,50.27613425254822,0.0,1,0.0,24.71480417251587,20
2.7481,24.032922983169556,0.956152,40.0,0.0929538,0.0,15.613,0.00335995,0.00998245,600.0,74.46736192703247,0.0107264,0.156690613891,135.646599663,24.170087099075317,20
2.75309,24.43355393409729,0.958525,195.0,0.0722814,0.0,15.6911,0.0106286,0.0139164,2100.0,99.03140044212341,0.0159337,0.133516751946,524.857123416,24.54830574989319,20
2.76005,23.272685289382935,0.961855,1480.0,1.38825,0.0,15.8007,-0.0537735,-0.00853827,7000.0,122.37850379943848,0.219947,0.632515961114,2633.36286903,23.34113311767578,20
2.75578,22.86227822303772,0.959807,10895.0,0.473688,0.0,15.7334,-0.0359605,-0.00798613,42600.0,145.39593839645386,0.0858721,0.750246548339,15599.1818696,23.00826644897461,20
2.75179,22.904176473617554,0.95795,700.0,0.251686,0.0,15.6707,-0.0106291,0.00524813,5100.0,168.36443614959717,0.0210292,0.564960596064,1671.22709408,22.963143825531006,20
