Entropy,TotalExecTime,MeanKL,AverageReturn,Time,MaxReturn,ExplainedVariance,LossBefore,ItrTime,NumTrajs,Perplexity,StdReturn,MaxKL,AveragePolicyStd,MinReturn,LossAfter
2.69307,6.013960599899292,0.357048,600.0,6.079570531845093,2400.0,0.140387743332,-0.000171184,6.079575300216675,20,14.777,707.813534767,1.0966,0.930467,0.0,-0.0653127
2.6929,5.854656457901001,0.1859,17970.0,12.050012111663818,21000.0,0.895795923075,-0.00976448,5.965842247009277,20,14.7745,1582.75077002,1.52613,0.93021,14600.0,-0.0673974
2.68802,5.7441792488098145,0.0306981,20255.0,17.837614059448242,23000.0,0.897895131647,0.00110414,5.78316593170166,20,14.7025,1848.91184214,0.184828,0.92787,14200.0,-0.00974327
2.68857,5.930816411972046,0.0325412,21245.0,23.819617986679077,23200.0,0.964100547053,-0.00437994,5.978197336196899,20,14.7107,1159.51498481,0.389135,0.928094,19600.0,-0.01782
2.68638,5.912053346633911,0.0381564,21795.0,29.786841869354248,22700.0,0.978501913293,-0.013228,5.961628198623657,20,14.6785,827.934176128,0.304669,0.927094,19800.0,-0.0260931
2.67977,5.697956085205078,0.16065,21445.0,35.52753806114197,23300.0,0.962918429766,0.000816163,5.73048734664917,20,14.5817,1091.08890564,1.34711,0.924073,19400.0,-0.0333526
2.68018,5.715182065963745,0.170957,20820.0,41.288410663604736,22400.0,0.949063009726,0.0152098,5.753094434738159,20,14.5877,1176.2652762,0.677304,0.924281,17400.0,-0.0278643
