Entropy,ExplainedVariance,NumTrajs,Perplexity,AveragePolicyStd,TotalExecTime,MinReturn,ItrTime,MaxReturn,LossAfter,Time,MeanKL,MaxKL,AverageReturn,StdReturn,LossBefore
2.83788,1,20,17.0795,1.0,15.268465280532837,0.0,15.46709156036377,0.0,-0.0,15.467085361480713,0.0,0.0,0.0,0.0,-0.0
2.83788,0.140085144278,20,17.0795,1.0,13.7696852684021,0.0,13.997118711471558,200.0,0.0423144,29.47336459159851,1.22665,101.836,10.0,43.5889894354,-0.0164586
2.82965,0.0643636758206,20,16.9395,0.995895,16.648658514022827,0.0,16.766990900039673,500.0,0.0591343,46.250378370285034,0.993095,110.712,25.0,108.972473589,-0.01858
2.82036,0.187266256134,20,16.7829,0.991285,17.16783833503723,0.0,17.378658056259155,700.0,0.105458,63.66461777687073,8.84266,645.699,35.0,152.561463024,-0.0198873
2.81041,0.0444780201097,20,16.6168,0.986388,15.63003396987915,0.0,15.766631126403809,500.0,0.12744,79.44246077537537,0.44584,44.5093,25.0,108.972473589,-0.00362718
2.8086,0.115945822838,20,16.5867,0.98548,17.3691143989563,0.0,17.55729079246521,1000.0,0.846851,97.02841520309448,13.0914,604.544,105.0,259.759504157,0.00284037
2.81002,0.165938789231,20,16.6103,0.986188,15.355353832244873,0.0,15.511337995529175,200.0,-0.00421706,112.56873488426208,0.00683872,1.39183,10.0,43.5889894354,0.000243269
