AverageReturn,NumTrajs,MaxReturn,Perplexity,StdReturn,LossAfter,Entropy,MaxKL,MinReturn,MeanKL,Time,LossBefore,ExplainedVariance,ItrTime,TotalExecTime,AveragePolicyStd
20265.0,20,22000.0,15.4937,1195.94105206,-0.076408,2.74043,0.998671,17000.0,0.285633,6.078766345977783,-0.0321718,0.951808940973,6.078767538070679,6.016091346740723,0.95435
19380.0,20,21200.0,15.0032,1463.07894524,-0.034193,2.70826,0.235068,16700.0,0.0960848,11.738408088684082,-0.00222631,0.905004290674,5.6553637981414795,5.588804721832275,0.939343
20850.0,20,22100.0,14.9865,844.689291988,-0.036527,2.70715,0.207405,19200.0,0.0479954,17.480066299438477,-0.0197526,0.973307501125,5.737097501754761,5.705446004867554,0.939123
21375.0,20,22000.0,14.8392,320.741328799,-0.00482591,2.69727,0.0472544,20900.0,0.0148885,23.29255437850952,0.00247131,0.990399165354,5.807711362838745,5.764334201812744,0.934303
20815.0,20,21700.0,14.8575,803.290109487,-0.0500808,2.69851,0.570633,19200.0,0.123289,29.229535579681396,-0.0209337,0.972103227506,5.9314045906066895,5.894957780838013,0.935297
20965.0,20,21700.0,14.7028,526.569083787,-0.0431415,2.68804,0.349534,19600.0,0.0519182,35.1560697555542,-0.030057,0.986099933677,5.9065961837768555,5.876384019851685,0.930327
19565.0,20,21600.0,14.4835,4552.94135697,-0.0635264,2.67301,0.425245,0.0,0.0557791,41.06320548057556,-0.0448256,0.822299849868,5.901151895523071,5.828704357147217,0.92355
