AveragePolicyStd,LossAfter,ExplainedVariance,MaxKL,TotalExecTime,AverageReturn,NumTrajs,Perplexity,MinReturn,MaxReturn,Time,StdReturn,LossBefore,MeanKL,Entropy,ItrTime
0.917354,-0.0150538,0.591532228098,1.52361,11.50475788116455,850.0,20,14.1457,0.0,2200.0,11.604541540145874,490.40799341,0.0146564,0.161803,2.64941,11.60454511642456
0.924092,-0.0169269,0.454539700905,0.630578,11.460071563720703,675.0,20,14.3546,0.0,2100.0,23.160805702209473,758.205117366,0.00494248,0.0553741,2.66407,11.552547454833984
0.925242,-0.0337092,0.818939138715,0.471973,11.596066951751709,1020.0,20,14.3901,0.0,1400.0,34.82992386817932,276.767050062,-0.0130783,0.0436251,2.66654,11.661856889724731
0.922965,0.00594972,0.739888083092,0.313499,11.460547685623169,975.0,20,14.2963,0.0,1700.0,46.352867603302,380.624486863,0.0164273,0.0227847,2.66,11.504114389419556
0.926272,-0.0123125,0.864357000238,0.540292,11.507933855056763,1000.0,20,14.4142,800.0,1400.0,57.926488399505615,137.840487521,0.00024781,0.0279426,2.66822,11.558566808700562
0.926371,0.0169987,0.84524212248,0.105813,11.503973722457886,1090.0,20,14.416,900.0,1800.0,69.52010130882263,189.472953215,0.023574,0.0189273,2.66834,11.579964876174927
0.931309,-0.021799,0.778299651215,0.368247,11.494819641113281,975.0,20,14.5869,100.0,1300.0,81.06308078765869,282.621655221,-0.00263018,0.0362442,2.68013,11.531387090682983
