AverageReturn,MeanKL,ItrTime,StdReturn,MaxKL,AveragePolicyStd,MinReturn,MaxReturn,TotalExecTime,Entropy,ExplainedVariance,Perplexity,LossAfter,Time,NumTrajs,LossBefore
0.0,0.0,11.810075283050537,0.0,0.0,0.930467,0.0,0.0,11.663217544555664,2.69307,1,14.777,-0.0,11.810070037841797,20,-0.0
55.0,0.0206437,11.71925139427185,239.739441895,0.267295,0.930467,0.0,1100.0,11.629794359207153,2.69307,0.0273642322996,14.777,0.0100947,23.533575773239136,20,0.0184805
0.0,0.0,11.493222713470459,0.0,0.0,0.934763,0.0,0.0,11.411969900131226,2.70231,1,14.9142,-0.0,35.031473875045776,20,-0.0
0.0,0.0,11.624068975448608,0.0,0.0,0.934763,0.0,0.0,11.569093704223633,2.70231,1,14.9142,-0.0,46.66651248931885,20,-0.0
0.0,0.0,11.921857118606567,0.0,0.0,0.934763,0.0,0.0,11.826151371002197,2.70231,1,14.9142,-0.0,58.60095834732056,20,-0.0
0.0,0.0,11.665799140930176,0.0,0.0,0.934763,0.0,0.0,11.560174942016602,2.70231,1,14.9142,-0.0,70.26950860023499,20,-0.0
0.0,0.0,10.766157388687134,0.0,0.0,0.934763,0.0,0.0,10.69663405418396,2.70231,1,14.9142,-0.0,81.06440901756287,20,-0.0
