AverageReturn,MeanKL,ExplainedVariance,Time,NumTrajs,MaxKL,AveragePolicyStd,MinReturn,LossBefore,TotalExecTime,ItrTime,MaxReturn,StdReturn,Perplexity,Entropy,LossAfter
0.0,0.0,1,6.347578048706055,40,0.0,0.58088,0.0,-0.0,6.275613307952881,6.347582817077637,0.0,0.0,5.67789,1.73658,-0.0
0.0,0.0,1,12.285618305206299,40,0.0,0.58088,0.0,-0.0,5.864615201950073,5.933370590209961,0.0,0.0,5.67789,1.73658,-0.0
0.0,0.0,1,19.104227542877197,40,0.0,0.58088,0.0,-0.0,6.733181953430176,6.8071348667144775,0.0,0.0,5.67789,1.73658,-0.0
0.0,0.0,1,25.150615215301514,40,0.0,0.58088,0.0,-0.0,5.967087268829346,6.0373146533966064,0.0,0.0,5.67789,1.73658,-0.0
0.0,0.0,1,31.546577215194702,40,0.0,0.58088,0.0,-0.0,6.316793441772461,6.387279510498047,0.0,0.0,5.67789,1.73658,-0.0
5.0,0.00607284,0.00543385132558,37.54785227775574,40,0.0321814,0.58088,0.0,0.000742145,5.937633752822876,5.995629549026489,200.0,31.224989992,5.67789,1.73658,-0.00436934
0.0,0.0,1,43.6526358127594,40,0.0,0.580796,0.0,-0.0,6.04272985458374,6.093161582946777,0.0,0.0,5.67999,1.73695,-0.0
