AverageReturn,TotalExecTime,ExplainedVariance,StdReturn,Perplexity,MaxKL,LossBefore,NumTrajs,LossAfter,MinReturn,MaxReturn,MeanKL,ItrTime,Entropy,AveragePolicyStd,Time
0.0,16.10605239868164,1,0.0,17.2706,0.0,-0.0,20,-0.0,0.0,0.0,0.0,16.439286947250366,2.849,1.00568,16.439279079437256
0.0,13.429574489593506,1,0.0,17.2706,0.0,-0.0,20,-0.0,0.0,0.0,0.0,13.613759279251099,2.849,1.00568,30.07172966003418
25.0,19.037941932678223,0.110337764762,62.2494979899,17.2706,39.4897,-0.00321272,20,0.0258071,0.0,200.0,0.343643,19.217622995376587,2.849,1.00568,49.32395696640015
5.0,15.63388204574585,0.0431283312395,21.7944947177,17.2428,0.0377993,-0.00105735,20,-0.00206922,0.0,100.0,0.000614581,15.819395065307617,2.8474,1.00491,65.19429278373718
35.0,15.951560735702515,0.082068595746,65.3834841531,17.2337,350.667,0.0201492,20,0.256239,0.0,200.0,5.24799,16.175331115722656,2.84687,1.00461,81.40141129493713
35.0,16.147899866104126,0.0739117846313,110.792599031,17.4082,65.3005,-0.000284743,20,0.106553,0.0,500.0,0.639592,16.268336296081543,2.85694,1.00964,97.71973514556885
110.0,16.503788709640503,0.118556597284,434.626276242,17.4057,81.8781,0.000282794,20,0.0661242,0.0,2000.0,0.682476,16.69290566444397,2.8568,1.00957,114.44698190689087
