MaxKL,LossBefore,Perplexity,Time,AveragePolicyStd,ItrTime,AverageReturn,MaxReturn,TotalExecTime,LossAfter,Entropy,MeanKL,NumTrajs,ExplainedVariance,MinReturn,StdReturn
23.0742,0.000927543,16.3558,7.512579441070557,0.982009,7.512585401535034,527.5,2200.0,7.4504804611206055,-0.0730163,2.79458,0.363897,40,0.298221713247,0.0,572.270696437
29.069,-0.0153851,16.371,15.491361379623413,0.982999,7.9737560749053955,1675.0,3100.0,7.9191505908966064,-0.0799013,2.79551,0.381683,40,0.447608680935,400.0,698.838321788
5.04722,-0.0368695,16.2455,22.586174964904785,0.978936,7.091017961502075,2407.5,4000.0,7.053172588348389,-0.0666139,2.78782,0.111098,40,0.497503974051,600.0,830.478024995
4.7788,-0.00370605,15.9488,29.6922345161438,0.96947,7.10104775428772,2595.0,4700.0,7.023936748504639,-0.0275663,2.76938,0.0759952,40,0.539280416592,300.0,1145.63301279
4.39438,-0.011759,15.9193,36.947115898132324,0.968838,7.233929872512817,2072.5,3800.0,7.186597585678101,-0.0273956,2.76753,0.0540668,40,0.554570328001,500.0,986.150977285
2.6935,-0.0223949,15.8259,44.339160442352295,0.965634,7.388395547866821,2550.0,5500.0,7.3261635303497314,-0.0437282,2.76165,0.0368723,40,0.55292314077,400.0,1193.31471121
31.5906,-0.0288377,15.6497,51.63168239593506,0.960048,7.282321214675903,2950.0,5000.0,7.21237587928772,-0.0741258,2.75045,0.256934,40,0.596421839044,0.0,1301.53755228
