Perplexity,StdReturn,ExplainedVariance,Entropy,ItrTime,MaxReturn,AverageReturn,MaxKL,Time,AveragePolicyStd,TotalExecTime,MinReturn,LossAfter,LossBefore,MeanKL,NumTrajs
21.7921,1280.4686642,0.426157493014,3.08155,14.95784878730774,5100.0,720.0,2.17367,14.95783805847168,1.12957,14.855586767196655,0.0,-0.0143074,-0.00833447,0.0209181,20
21.6113,1532.48164752,0.315113877068,3.07321,13.318835020065308,7000.0,1150.0,1.10076,28.281370639801025,1.12488,13.234351873397827,0.0,-0.00327827,-0.00118479,0.00577969,20
21.5984,902.482686815,0.434400451559,3.07262,12.74522614479065,3200.0,1005.0,11.1727,41.03756260871887,1.12456,12.692116737365723,0.0,-0.0199902,-0.00370267,0.0994706,20
21.5585,825.772365728,0.314593394523,3.07077,13.291649341583252,2900.0,690.0,0.0695424,54.34406328201294,1.12355,13.239947080612183,0.0,-0.0295407,-0.0270057,0.00219037,20
21.2693,1144.07167608,0.315307359211,3.05727,13.19615888595581,4000.0,1210.0,0.299157,67.54550552368164,1.11598,13.148489236831665,0.0,0.00315787,0.00544241,0.00686615,20
21.3273,1156.11418121,0.291477031391,3.05999,12.660893201828003,4500.0,1080.0,0.655036,80.21045470237732,1.11751,12.612730503082275,0.0,0.00686108,0.0106851,0.00632784,20
21.4416,1072.32224634,0.398363417359,3.06533,12.430256843566895,3300.0,1025.0,0.0892432,92.64484572410583,1.12048,12.388357162475586,0.0,-0.00775247,-0.005245,0.00233972,20
