Perplexity,LossAfter,MaxKL,MinReturn,NumTrajs,AveragePolicyStd,Time,AverageReturn,MeanKL,ItrTime,Entropy,LossBefore,MaxReturn,StdReturn,ExplainedVariance,TotalExecTime
17.1021,0.669245,1122.64,0.0,20,1.00066,16.591590642929077,15.0,9.53267,16.591595888137817,2.8392,-0.00092439,200.0,47.6969600708,0.226169526416,16.336809158325195
17.0863,-0.541221,7162.68,0.0,20,1.0002,33.77701425552368,35.0,174.134,17.15698480606079,2.83828,0.00117929,600.0,131.434394281,0.250053286148,16.878867864608765
17.0964,0.0177703,1.92346,0.0,20,1.0005,49.843427896499634,40.0,0.0412311,16.05489683151245,2.83887,0.0216249,700.0,152.970585408,0.062335868323,15.8713858127594
17.2822,-0.0602337,34.2538,0.0,20,1.00595,65.28116369247437,50.0,0.446859,15.402637243270874,2.84968,0.00130964,500.0,136.014705087,0.0732145973264,15.270578384399414
17.2935,0.0119425,3.276,0.0,20,1.00626,81.79944229125977,15.0,0.0416856,16.49332046508789,2.85033,0.0123855,300.0,65.3834841531,0.397373364439,16.25825572013855
17.401,-0.0158332,0.193651,0.0,20,1.0094,98.3026020526886,10.0,0.00428181,16.463507890701294,2.85653,-0.0141892,200.0,43.5889894354,0.0420750642626,16.262670278549194
17.278,-0.0765955,16.8198,0.0,20,1.00584,114.38424396514893,40.0,0.571134,16.052669525146484,2.84943,-0.000155581,400.0,101.980390272,0.0824703712045,15.881852149963379
