MeanKL,ItrTime,NumTrajs,Perplexity,MaxReturn,MinReturn,StdReturn,Time,TotalExecTime,AverageReturn,MaxKL,LossBefore,LossAfter,Entropy,AveragePolicyStd,ExplainedVariance
0.271431,7.747744798660278,40,16.3558,800.0,0.0,137.74977314,7.747740030288696,7.67232346534729,45.0,24.2666,0.00599226,-0.0424536,2.79458,0.982009,0.0521268733973
0.111091,7.244246006011963,40,16.4541,800.0,0.0,148.975669154,14.99617886543274,7.183289289474487,67.5,2.36042,-0.000382163,-0.0331053,2.80058,0.984924,0.00750098406786
0.0664886,8.037050247192383,40,16.451,2000.0,0.0,364.271533337,23.039564609527588,8.001548290252686,232.5,3.39373,-0.0296585,-0.0523286,2.80038,0.984401,0.103508248884
0.0852237,8.399741649627686,40,16.2088,3100.0,0.0,619.672292426,31.444071531295776,8.355797290802002,572.5,3.29932,-0.000137363,-0.031174,2.78556,0.978089,0.178122561983
0.107997,7.574047327041626,40,16.2077,3600.0,100.0,726.618882221,39.02635455131531,7.499148607254028,945.0,1.48246,-0.00994094,-0.049846,2.78549,0.977898,0.26382372606
0.123223,7.18206787109375,40,16.1273,3900.0,800.0,836.645086043,46.21915650367737,7.116137504577637,2255.0,39.4862,-0.00088487,-0.0485743,2.78052,0.975728,0.511257161332
0.190119,7.3424742221832275,40,16.1202,5000.0,1300.0,878.916236054,53.57651472091675,7.256723403930664,3052.5,12.1411,-0.00685277,-0.0497768,2.78007,0.975027,0.583243374184
