Entropy,ExplainedVariance,ItrTime,NumTrajs,TotalExecTime,Time,LossBefore,MaxKL,MeanKL,Perplexity,AveragePolicyStd,AverageReturn,MaxReturn,StdReturn,MinReturn,LossAfter
2.56857,0.0313588977601,12.028029203414917,20,11.891133785247803,12.02802562713623,0.035526,0.290271,0.125361,13.0471,0.87453,20.0,400.0,87.1779788708,0.0,0.0140638
2.6041,0.127708935458,11.775321006774902,20,11.690532922744751,23.81209659576416,-0.00682592,0.187908,0.0953779,13.519,0.89002,1485.0,4200.0,956.177284817,100.0,-0.0354913
2.60068,0.440945456671,11.509665727615356,20,11.458560705184937,35.32651352882385,-0.00163811,0.390219,0.21348,13.4729,0.888551,9355.0,13500.0,2651.69285552,1600.0,-0.0591007
2.59986,0.968579355897,11.738850831985474,20,11.650250673294067,47.074493408203125,-0.00165254,0.0298061,0.0116004,13.4619,0.888175,20555.0,21900.0,960.976066299,17900.0,-0.00795672
2.59904,0.965192715537,11.63078236579895,20,11.560409307479858,58.71265769004822,-0.021744,0.115923,0.0322256,13.4508,0.887583,20500.0,21900.0,940.744386111,18900.0,-0.035835
2.58817,0.98368679611,11.680096864700317,20,11.632145166397095,70.40622448921204,-0.0306289,0.0430343,0.0117669,13.3053,0.882712,21040.0,22000.0,647.610994348,19700.0,-0.0364408
2.57285,0.98955608305,11.451145648956299,20,11.379155397415161,81.8687891960144,-0.00591362,0.10071,0.00877583,13.1031,0.875924,21040.0,21700.0,456.508488421,19900.0,-0.0119447
