LossBefore,TotalExecTime,MaxKL,ExplainedVariance,MeanKL,MinReturn,Time,Perplexity,StdReturn,LossAfter,MaxReturn,NumTrajs,AveragePolicyStd,AverageReturn,Entropy,ItrTime
-0.00397005,10.788094520568848,0.838425,0.098489430318,0.0871392,0.0,10.894667863845825,11.639,115.758369028,-0.0230004,500.0,20,0.827472,40.0,2.45436,10.894675493240356
-0.00346705,10.64876914024353,0.104861,0.839797183248,0.0161841,700.0,21.63938045501709,11.5929,341.284338932,-0.0097061,2100.0,20,0.826128,1245.0,2.45039,10.740898609161377
0.00293665,10.39101529121399,0.0398081,0.821362778737,0.00575228,1000.0,32.07196569442749,11.5728,340.440890611,0.00028914,2500.0,20,0.825388,1690.0,2.44866,10.429811477661133
-0.00380804,10.75748586654663,0.0635472,0.889036771871,0.0169107,1200.0,42.88010621070862,11.5898,263.201443765,-0.00894298,2200.0,20,0.825991,1565.0,2.45013,10.79840898513794
-0.00129929,10.59639596939087,0.0725884,0.869451405238,0.0112196,900.0,53.53714179992676,11.5678,342.746261832,-0.00872493,2200.0,20,0.825128,1645.0,2.44822,10.653038024902344
-0.00276907,10.516323328018188,0.0690461,0.886006307249,0.00448799,1300.0,64.1109299659729,11.5602,311.889403475,-0.00524363,2500.0,20,0.824987,1935.0,2.44757,10.569926738739014
-0.00211025,10.623441219329834,0.0447055,0.882501619926,0.00598621,1200.0,74.8037338256836,11.5443,400.343602422,-0.00659552,2500.0,20,0.8244,1915.0,2.44619,10.689133167266846
