Perplexity,ExplainedVariance,MaxReturn,LossBefore,LossAfter,AverageReturn,Entropy,MaxKL,StdReturn,MinReturn,AveragePolicyStd,ItrTime,Time,NumTrajs,TotalExecTime,MeanKL
11.639,0.77907432183,2100.0,-0.00876361,-0.0307734,1480.0,2.45436,0.807825,711.055553385,0.0,0.827472,10.839076280593872,10.839070081710815,20,10.75315260887146,0.0978962
11.5374,0.856194434638,2200.0,-0.00390442,-0.00873213,1735.0,2.4456,0.055711,438.491733103,0.0,0.824187,10.567598581314087,21.411072969436646,20,10.507259130477905,0.00716333
11.5149,0.86523610977,2200.0,0.010441,0.00821683,1905.0,2.44365,0.030796,182.961744635,1400.0,0.823448,10.593394041061401,32.0082368850708,20,10.552700519561768,0.00335174
11.5752,0.884326223548,2300.0,0.000549387,-0.00132969,1775.0,2.44887,0.0298945,312.849804219,800.0,0.825843,10.484380722045898,42.501593828201294,20,10.446231126785278,0.00292798
11.5784,0.892963054524,2200.0,-0.0161511,-0.0205057,1760.0,2.44914,0.0488736,235.372045919,1100.0,0.825828,10.72533106803894,53.231061697006226,20,10.676434755325317,0.00519279
11.4853,0.894736995398,2200.0,-0.00329432,-0.00801532,1870.0,2.44106,0.0821244,257.099202644,1200.0,0.822776,10.73850393295288,63.97432017326355,20,10.698989391326904,0.0120378
11.4664,0.915288662712,2100.0,0.0153852,0.0127335,1810.0,2.43942,0.0340006,157.797338381,1600.0,0.822044,10.807740688323975,74.7857563495636,20,10.733837842941284,0.0042024
