AverageReturn,NumTrajs,LossAfter,MaxReturn,MaxKL,AveragePolicyStd,Time,LossBefore,TotalExecTime,ExplainedVariance,ItrTime,MinReturn,MeanKL,Perplexity,StdReturn,Entropy
35.0,20,0.0171179,400.0,0.160414,0.999438,16.567585706710815,0.0192227,16.230420112609863,0.111968488968,16.567591428756714,0.0,0.00431228,17.0561,96.3068014213,2.83651
0.0,20,-0.0,0.0,0.0,1.00908,34.7137508392334,-0.0,17.81873869895935,1,18.12697744369507,0.0,0.0,17.3872,0.0,2.85573
0.0,20,-0.0,0.0,0.0,1.00908,50.66459679603577,-0.0,15.733864307403564,1,15.927329301834106,0.0,0.0,17.3872,0.0,2.85573
35.0,20,-0.0240197,700.0,0.0269925,1.00908,67.33775997161865,-0.0226767,16.446275234222412,0.105496857635,16.66613793373108,0.0,0.000362539,17.3872,152.561463024,2.85573
30.0,20,-0.00641626,600.0,5.20761,1.00335,83.70372605323792,-0.00237318,16.097825527191162,0.102125041925,16.338172674179077,0.0,0.0448179,17.1912,130.766968306,2.84439
230.0,20,0.0829821,3600.0,30.0831,1.0028,99.40666151046753,0.000194594,15.462489128112793,0.201301589414,15.681275844573975,0.0,0.29201,17.1708,790.0,2.84321
25.0,20,0.0156548,300.0,0.00276634,1.00283,115.25359797477722,0.0163798,15.665552616119385,0.197802436947,15.822739362716675,0.0,0.000104207,17.1724,76.6485485838,2.84331
