LossBefore,MaxKL,Perplexity,LossAfter,AverageReturn,ItrTime,NumTrajs,MaxReturn,ExplainedVariance,Time,Entropy,MinReturn,MeanKL,TotalExecTime,StdReturn,AveragePolicyStd
-0.0314554,3.13415,15.3903,-0.0469574,285.0,12.080129146575928,20,1500.0,0.269832133756,12.080123901367188,2.73374,0.0,0.0846031,11.961602687835693,466.127664916,0.949513
0.0205566,0.293953,14.9138,-0.00211275,575.0,12.169400453567505,20,1500.0,0.429845977485,24.25706148147583,2.70228,0.0,0.0515345,12.0626962184906,593.190525885,0.934593
-0.00392705,0.852033,15.0678,-0.0303875,1185.0,12.378857135772705,20,2400.0,0.734539822015,36.64430236816406,2.71256,0.0,0.0562695,12.270106315612793,526.569083787,0.939473
-0.0124711,0.796836,15.0383,-0.0504432,1000.0,11.670889377593994,20,1600.0,0.678499910895,48.32275748252869,2.7106,0.0,0.144062,11.617341756820679,527.257053059,0.938546
-0.0147969,1.21837,14.9448,-0.0257955,1245.0,11.399646520614624,20,1700.0,0.864382765154,59.74949407577515,2.70436,0.0,0.0214264,11.344907522201538,442.12554778,0.935578
-0.0192562,0.543324,14.8346,-0.0247549,1725.0,11.39647889137268,20,11400.0,0.517066915284,71.15788507461548,2.69696,0.0,0.0197802,11.33750605583191,2254.96674033,0.93203
0.0210435,1.16823,14.6925,-0.00689914,1155.0,12.245511054992676,20,2500.0,0.75413101177,83.41894674301147,2.68734,0.0,0.0250227,12.132850646972656,656.867566561,0.927618
