Entropy,AveragePolicyStd,MaxReturn,MinReturn,Perplexity,AverageReturn,LossAfter,MeanKL,TotalExecTime,MaxKL,ExplainedVariance,Time,LossBefore,StdReturn,NumTrajs,ItrTime
2.73374,0.949513,2700.0,0.0,15.3903,255.0,0.0075165,0.0408208,12.649543762207031,0.375902,0.117785767576,12.781344175338745,0.0185278,580.925984958,20,12.781348705291748
2.75227,0.958155,6000.0,0.0,15.6781,1000.0,-0.0569718,0.137321,12.38855266571045,1.06913,0.371947999671,25.290133714675903,-0.0100942,1427.23508925,20,12.504050970077515
2.74722,0.955715,20000.0,200.0,15.5992,5465.0,0.000933141,0.0103684,12.925328969955444,0.0700422,0.525108390776,38.35448670387268,0.00555876,6277.12314679,20,13.060204982757568
2.75,0.957038,19800.0,100.0,15.6426,7085.0,-0.0290816,0.0579208,13.623145818710327,0.17566,0.474060011456,52.15039396286011,-0.0196736,6235.40495878,20,13.786986112594604
2.74016,0.952339,18700.0,300.0,15.4895,7425.0,-0.0193139,0.0182255,13.355962991714478,0.104299,0.470722842541,65.61347007751465,-0.0117365,6005.40381656,20,13.458342552185059
2.73429,0.949534,20400.0,1000.0,15.3989,8505.0,-0.00640148,0.0320484,13.600453853607178,0.182785,0.405214404752,79.36636805534363,0.00772111,6497.80539875,20,13.747058629989624
2.73815,0.951394,21600.0,300.0,15.4584,15035.0,-0.0114037,0.0199473,12.073728799819946,0.147443,0.702682516738,91.58795499801636,-0.00330863,5220.27537588,20,12.21411395072937
