AveragePolicyStd,Perplexity,ItrTime,StdReturn,MaxKL,LossBefore,TotalExecTime,MinReturn,AverageReturn,NumTrajs,ExplainedVariance,MeanKL,LossAfter,Entropy,Time,MaxReturn
1.00066,17.1021,17.578428030014038,152.970585408,151.113,0.00518324,17.24546194076538,0.0,40.0,20,0.0852543579093,1.40348,-0.235691,2.8392,17.578421115875244,700.0
1.00328,17.191,17.33707070350647,135.922772191,433.755,-0.00291257,17.06647515296936,0.0,45.0,20,0.546674004548,3.43314,0.409813,2.84438,34.92203140258789,500.0
