Perplexity,MinReturn,StdReturn,Time,NumTrajs,AverageReturn,ExplainedVariance,LossAfter,MaxKL,TotalExecTime,AveragePolicyStd,ItrTime,Entropy,MeanKL,LossBefore,MaxReturn
17.0795,0.0,0.0,11.818880558013916,20,0.0,1,-0.0,0.0,11.668633937835693,1.0,11.818886995315552,2.83788,0.0,-0.0,0.0
17.0795,0.0,65.3834841531,24.84254765510559,20,15.0,0.126358378011,0.308531,246.61,12.844144582748413,1.0,13.014703035354614,2.83788,3.09423,-0.0182814,300.0
16.9241,0.0,0.0,38.64980626106262,20,0.0,1,-0.0,0.0,13.742730855941772,0.99544,13.798634052276611,2.82874,0.0,-0.0,0.0
16.9241,0.0,130.766968306,51.19427680969238,20,30.0,0.187382825438,0.0181427,539.835,12.307850360870361,0.99544,12.495910167694092,2.82874,7.60973,-0.0203682,600.0
16.7526,0.0,130.766968306,64.41262412071228,20,30.0,0.0613147448821,12.2808,5029.17,13.15699028968811,0.990389,13.209434032440186,2.81855,79.5614,-0.00426529,600.0
16.7169,0.0,87.1779788708,77.82209515571594,20,20.0,0.0677463653065,-0.00556924,4.13087,13.281219482421875,0.989329,13.402261972427368,2.81642,0.0463248,0.000775989,400.0
16.7234,0.0,0.0,91.89550709724426,20,0.0,1,-0.0,0.0,13.802104473114014,0.989526,14.048970222473145,2.81681,0.0,-0.0,0.0
