TotalExecTime,ItrTime,AverageReturn,Entropy,Perplexity,ExplainedVariance,MaxReturn,AveragePolicyStd,MeanKL,MinReturn,LossBefore,LossAfter,MaxKL,StdReturn,Time,NumTrajs
4.984801769256592,5.057737827301025,5687.5,2.40341,11.0609,0.816109754472,7900.0,0.805297,0.84696,2300.0,-0.0197274,-0.146661,3.21949,1686.14760623,5.057732820510864,40
4.7931764125823975,4.870203733444214,6832.5,2.38368,10.8448,0.927062285359,8000.0,0.797062,0.138948,5100.0,-0.0334347,-0.0736291,2.21748,707.95038668,9.932829856872559,40
4.896246910095215,4.943779706954956,6460.0,2.36697,10.665,0.903114185937,8000.0,0.790352,0.179063,4500.0,-0.0401118,-0.0872385,2.19405,734.778878303,14.884727716445923,40
4.795111417770386,4.872307777404785,6907.5,2.34691,10.4532,0.948302357223,8000.0,0.782434,0.416855,5700.0,-0.040838,-0.125648,3.99061,563.199564986,19.760998249053955,40
5.229369878768921,5.2618632316589355,5880.0,2.32649,10.242,0.895215384731,7600.0,0.774414,0.918227,4700.0,-0.00353062,-0.173896,46.2987,583.609458457,25.02643585205078,40
4.914510250091553,4.9652605056762695,4517.5,2.32473,10.2239,0.766945416865,5900.0,0.773697,0.995277,2700.0,-0.0461042,-0.238454,4.16285,886.534686293,29.997917413711548,40
4.883661985397339,4.9346630573272705,5730.0,2.30167,9.9909,0.865198118288,7000.0,0.764831,0.557439,3600.0,-0.0123419,-0.122405,3.84192,797.872170213,34.94028449058533,40
