LossAfter,ExplainedVariance,ItrTime,Entropy,LossBefore,AveragePolicyStd,StdReturn,Perplexity,NumTrajs,MaxReturn,AverageReturn,MinReturn,Time,MaxKL,MeanKL,TotalExecTime
-0.0618978,0.0511704072242,7.447759628295898,2.79458,-0.0200109,0.982009,103.652062208,16.3558,40,600.0,22.5,0.0,7.447754859924316,23.1532,0.193287,7.357444524765015
-0.0243384,0.0148439049412,7.348310947418213,2.77457,0.00831096,0.972756,167.257286837,16.0318,40,1000.0,55.0,0.0,14.800390005111694,2.35041,0.102764,7.2956976890563965
-0.0321975,0.182695728275,7.81257176399231,2.77873,0.00324026,0.975093,630.471054054,16.0985,40,3400.0,272.5,0.0,22.62894058227539,6.08014,0.0918301,7.71587872505188
-0.0229337,0.225079702397,7.806111574172974,2.78035,0.0061846,0.975908,832.822760256,16.1246,40,4500.0,512.5,0.0,30.457537174224854,16.8323,0.109829,7.746726036071777
-0.0317483,0.285869464943,7.244775772094727,2.78344,0.00767725,0.977174,660.676736385,16.1746,40,3200.0,627.5,0.0,37.706419944763184,4.20323,0.131665,7.185750246047974
0.00203789,0.407402460108,7.286179780960083,2.78728,0.0286043,0.978977,779.707477199,16.2368,40,3700.0,1417.5,0.0,45.00600481033325,18.284,0.0543652,7.173346757888794
-0.0502503,0.446539127217,7.275645017623901,2.80158,-0.0167471,0.985537,748.598690889,16.4707,40,3600.0,1760.0,200.0,52.28854298591614,3.267,0.0929775,7.185845851898193
