ExplainedVariance,StdReturn,AveragePolicyStd,LossBefore,LossAfter,TotalExecTime,Entropy,NumTrajs,AverageReturn,Perplexity,MinReturn,MeanKL,MaxReturn,ItrTime,Time,MaxKL
1,0.0,0.58088,-0.0,-0.0,4.590609788894653,1.73658,40,0.0,5.67789,0.0,0.0,0.0,4.676536321640015,4.676531553268433,0.0
1,0.0,0.58088,-0.0,-0.0,4.533879995346069,1.73658,40,0.0,5.67789,0.0,0.0,0.0,4.621825456619263,9.301218748092651,0.0
1,0.0,0.58088,-0.0,-0.0,5.528085947036743,1.73658,40,0.0,5.67789,0.0,0.0,0.0,5.552629470825195,14.859347105026245,0.0
1,0.0,0.58088,-0.0,-0.0,4.703406810760498,1.73658,40,0.0,5.67789,0.0,0.0,0.0,4.764055252075195,19.62739109992981,0.0
1,0.0,0.58088,-0.0,-0.0,4.52483057975769,1.73658,40,0.0,5.67789,0.0,0.0,0.0,4.569120407104492,24.20332145690918,0.0
1,0.0,0.58088,-0.0,-0.0,4.806335926055908,1.73658,40,0.0,5.67789,0.0,0.0,0.0,4.88542366027832,29.095898628234863,0.0
1,0.0,0.58088,-0.0,-0.0,4.4120800495147705,1.73658,40,0.0,5.67789,0.0,0.0,0.0,4.500293493270874,33.61351680755615,0.0
