MaxKL,Time,NumTrajs,Perplexity,LossAfter,LossBefore,StdReturn,ExplainedVariance,AverageReturn,MaxReturn,ItrTime,TotalExecTime,MeanKL,AveragePolicyStd,Entropy,MinReturn
0.0,9.986670732498169,20,17.1557,-0.0,-0.0,0.0,1,0.0,0.0,9.986677169799805,9.929447650909424,0.0,1.00326,2.84233,0.0
0.147321,19.84504795074463,20,17.1557,0.00127132,0.00853385,21.7944947177,0.0229320429877,5.0,100.0,9.854213953018188,9.796867370605469,0.0271905,1.00326,2.84233,0.0
0.366868,27.592176914215088,20,17.229,-0.0168666,0.00401249,346.806862677,0.0966469614196,265.0,1200.0,7.743509769439697,7.6864848136901855,0.0976015,1.0056,2.8466,0.0
0.78457,35.09169840812683,20,17.2636,-0.0456971,0.0051411,2153.92664685,0.288286423481,5860.0,10500.0,7.483637094497681,7.450868368148804,0.262965,1.00662,2.8486,800.0
0.396289,44.9513795375824,20,17.3081,-0.0116914,-0.00017752,5302.19530006,0.553739922629,22535.0,31800.0,9.856446027755737,9.80652403831482,0.050826,1.00768,2.85117,10300.0
0.318805,54.233439445495605,20,17.3066,-0.0151793,0.000172988,11165.7635207,0.493822602052,17865.0,36100.0,9.273051738739014,9.237240314483643,0.136864,1.00744,2.85109,300.0
0.622042,64.03464150428772,20,17.308,-0.0676711,0.0179106,4112.97945533,0.487895792767,17820.0,25200.0,9.795206069946289,9.714897632598877,0.429488,1.00768,2.85117,7800.0
