Perplexity,LossBefore,MeanKL,AveragePolicyStd,TotalExecTime,NumTrajs,MinReturn,Entropy,ExplainedVariance,ItrTime,MaxReturn,StdReturn,AverageReturn,MaxKL,Time,LossAfter
12.9461,0.00643578,0.167804,0.870797,34.964993953704834,20,0.0,2.5608,0.847024439096,35.280840158462524,500.0,97.3396116697,345.0,2.195,35.28083348274231,-0.0193692
13.0297,-0.0208239,0.0411622,0.873549,34.93679904937744,20,0.0,2.56723,0.616072559306,35.19373369216919,400.0,151.244834623,225.0,0.491145,70.48441863059998,-0.0281223
12.8948,0.0158897,0.0301914,0.869037,34.1262571811676,20,0.0,2.55682,0.810210732887,34.23974370956421,400.0,102.95630141,280.0,0.296448,104.74877715110779,0.00971279
12.9976,0.00750229,0.0320187,0.872553,32.21860146522522,20,100.0,2.56477,0.861409748907,32.41047143936157,500.0,90.0,370.0,0.333776,137.16981172561646,0.00120084
13.0465,-0.000968397,0.0279102,0.874134,33.78812599182129,20,0.0,2.56852,0.81314660253,34.04198861122131,500.0,123.592070943,365.0,0.294152,171.2338671684265,-0.0059004
13.0401,-0.006918,0.00532306,0.87391,32.45228385925293,20,300.0,2.56803,0.894960348344,32.61815357208252,600.0,72.6291952317,415.0,0.0723595,203.8563051223755,-0.00932631
12.9951,-0.00077443,0.00119578,0.872392,32.63770055770874,20,300.0,2.56457,0.897208052985,32.93747806549072,600.0,86.458082329,455.0,0.0258615,236.81162667274475,-0.00222396
