MaxReturn,Time,TotalExecTime,Perplexity,StdReturn,AveragePolicyStd,MeanKL,Entropy,AverageReturn,MaxKL,ExplainedVariance,LossBefore,LossAfter,MinReturn,ItrTime,NumTrajs
1100.0,7.378221273422241,7.30764102935791,16.3558,277.983812478,0.982009,0.581222,2.79458,215.0,61.0909,0.0509191511105,0.0319415,-0.036323,0.0,7.378227710723877,40
2600.0,14.738507509231567,7.268526077270508,16.8867,547.699735256,0.996283,0.0830484,2.82652,1245.0,1.41702,0.380624394598,0.00767028,-0.0285764,100.0,7.355133056640625,40
4000.0,24.001176357269287,9.211110591888428,16.9516,659.374703791,0.998419,0.0658849,2.83036,2365.0,7.16852,0.558900419617,-0.0483024,-0.0770825,800.0,9.258805513381958,40
5000.0,31.425992488861084,7.291087865829468,16.5471,1166.12338541,0.986631,0.042022,2.80621,2862.5,2.17683,0.539230620386,-0.0356163,-0.0568818,200.0,7.3801305294036865,40
5100.0,38.51183462142944,7.018710136413574,16.255,1035.36225544,0.977549,0.282383,2.7884,3145.0,5.96166,0.537284043233,-0.0184686,-0.0934799,1500.0,7.083204030990601,40
5100.0,45.7443573474884,7.155333995819092,16.1056,1396.99454186,0.973018,0.241135,2.77917,2212.5,9.19493,0.568003880553,-0.00539041,-0.0682922,300.0,7.219565153121948,40
6100.0,53.37873458862305,7.541654109954834,16.0622,931.447126787,0.971751,0.0561452,2.77647,3187.5,2.07323,0.628346210486,-0.0140567,-0.0365212,1400.0,7.630345106124878,40
