Time,0StdReturn,1Perplexity,1Entropy,0PolicyExecTime,1StdReturn,0MaxReturn,1NumTrajs,0AveragePolicyStd,0Entropy,LossAfter,1AveragePolicyStd,1EnvExecTime,MeanKLBefore,1AverageReturn,1ExplainedVariance,ComputeUpdatedDistTime,0MinReturn,0Perplexity,dLoss,0ProcessExecTime,ItrTime,1PolicyExecTime,1MinReturn,0NumTrajs,1ProcessExecTime,LossBefore,0AverageReturn,1MaxReturn,0EnvExecTime,MeanKL,0ExplainedVariance
47.66469359397888,0.0,17.0795,2.83788,2.8252975940704346,0.0,0.0,400,1.0,2.83788,0.0,1.0,10.55696439743042,0.0,0.0,1,4.782514810562134,0.0,17.0795,0.0,0.3753504753112793,47.6646945476532,11.650485038757324,0.0,400,0.3761870861053467,0.0,0.0,0.0,10.35733962059021,0.0,1
86.75701141357422,0.0,17.0795,2.83788,2.448171854019165,0.0,0.0,400,1.0,2.83788,0.0,1.0,10.254004955291748,0.0,0.0,1,0.3085896968841553,0.0,17.0795,0.0,0.35828518867492676,38.230812549591064,11.071114778518677,0.0,400,0.34409523010253906,0.0,0.0,0.0,10.2757887840271,0.0,1
127.70864152908325,0.0,17.0795,2.83788,3.1144444942474365,0.0,0.0,400,1.0,2.83788,0.0,1.0,11.22861623764038,0.0,0.0,1,0.3046305179595947,0.0,17.0795,0.0,0.36916089057922363,40.94663095474243,11.777790069580078,0.0,400,0.3620178699493408,0.0,0.0,0.0,10.685684204101562,0.0,1
165.45423030853271,0.0,17.0795,2.83788,2.3388097286224365,0.0,0.0,400,1.0,2.83788,0.0,1.0,10.190465688705444,0.0,0.0,1,0.29296278953552246,0.0,17.0795,0.0,0.3510725498199463,36.88599681854248,10.70142936706543,0.0,400,0.35214662551879883,0.0,0.0,0.0,9.666279792785645,0.0,1
204.95421147346497,0.0,17.0795,2.83788,2.72304368019104,0.0,0.0,400,1.0,2.83788,0.0,1.0,10.579171657562256,0.0,0.0,1,0.2938685417175293,0.0,17.0795,0.0,0.3731508255004883,39.494893074035645,11.326661348342896,0.0,400,0.36376237869262695,0.0,0.0,0.0,10.678874731063843,0.0,1
248.62765741348267,0.0,17.0795,2.83788,2.527600049972534,0.0,0.0,400,1.0,2.83788,0.0,1.0,12.575220584869385,0.0,0.0,1,0.3423020839691162,0.0,17.0795,0.0,0.34844231605529785,42.74337720870972,12.95235300064087,0.0,400,0.4240448474884033,0.0,0.0,0.0,10.135043859481812,0.0,1
289.46902441978455,0.0,17.0795,2.83788,2.1678085327148438,0.0,0.0,400,1.0,2.83788,0.0,1.0,13.653102159500122,0.0,0.0,1,0.27450084686279297,0.0,17.0795,0.0,0.25744175910949707,40.832980155944824,13.3202965259552,0.0,400,0.4400453567504883,0.0,0.0,0.0,7.51265287399292,0.0,1
328.06048369407654,0.0,17.0795,2.83788,2.1455395221710205,0.0,0.0,400,1.0,2.83788,0.0,1.0,11.71790623664856,0.0,0.0,1,0.28935837745666504,0.0,17.0795,0.0,0.29509520530700684,37.81385898590088,11.998567819595337,0.0,400,0.35092926025390625,0.0,0.0,0.0,8.020304918289185,0.0,1
362.9119620323181,0.0,17.0795,2.83788,2.309483766555786,0.0,0.0,400,1.0,2.83788,0.0,1.0,9.32731294631958,0.0,0.0,1,0.30788707733154297,0.0,17.0795,0.0,0.31288909912109375,34.84670090675354,10.659108877182007,0.0,400,0.349886417388916,0.0,0.0,0.0,8.507791519165039,0.0,1
402.1538896560669,0.0,17.0795,2.83788,2.52439546585083,0.0,0.0,400,1.0,2.83788,0.0,1.0,10.44752311706543,0.0,0.0,1,0.28322768211364746,0.0,17.0795,0.0,0.36856818199157715,38.422622203826904,11.409915208816528,0.0,400,0.34219908714294434,0.0,0.0,0.0,9.962838411331177,0.0,1
438.47904753685,0.0,17.0795,2.83788,2.4453742504119873,0.0,0.0,400,1.0,2.83788,0.0,1.0,9.60653042793274,0.0,0.0,1,0.29831910133361816,0.0,17.0795,0.0,0.3775794506072998,36.32012391090393,10.385546922683716,0.0,400,0.3208620548248291,0.0,0.0,0.0,9.910236358642578,0.0,1
475.56360244750977,0.0,17.0795,2.83788,2.7915611267089844,0.0,0.0,400,1.0,2.83788,0.0,1.0,9.748575925827026,0.0,0.0,1,0.3144514560699463,0.0,17.0795,0.0,0.32726168632507324,36.28024625778198,10.45830249786377,0.0,400,0.34055304527282715,0.0,0.0,0.0,9.351413249969482,0.0,1
513.2763919830322,0.0,17.0795,2.83788,2.9663896560668945,0.0,0.0,400,1.0,2.83788,0.0,1.0,10.099775552749634,0.0,0.0,1,0.31729912757873535,0.0,17.0795,0.0,0.37102222442626953,37.70778226852417,10.31334400177002,0.0,400,0.3188903331756592,0.0,0.0,0.0,10.328393936157227,0.0,1
551.3959257602692,0.0,17.0795,2.83788,2.782456636428833,0.0,0.0,400,1.0,2.83788,0.0,1.0,10.056437730789185,0.0,0.0,1,0.29943156242370605,0.0,17.0795,0.0,0.3449208736419678,37.25071144104004,11.004180908203125,0.0,400,0.3399794101715088,0.0,0.0,0.0,9.379918813705444,0.0,1
589.2570240497589,0.0,17.0795,2.83788,2.967120409011841,0.0,0.0,400,1.0,2.83788,0.0,1.0,10.162642002105713,0.0,0.0,1,0.30086398124694824,0.0,17.0795,0.0,0.35524463653564453,37.856247425079346,11.021376609802246,0.0,400,0.3208158016204834,0.0,0.0,0.0,9.711852312088013,0.0,1
627.1914610862732,0.0,17.0795,2.83788,2.873415231704712,0.0,0.0,400,1.0,2.83788,0.0,1.0,9.922205448150635,0.0,0.0,1,0.3093407154083252,0.0,17.0795,0.0,0.32495570182800293,36.9263813495636,10.893855094909668,0.0,400,0.3251838684082031,0.0,0.0,0.0,9.257060527801514,0.0,1
665.1733584403992,0.0,17.0795,2.83788,3.0995688438415527,0.0,0.0,400,1.0,2.83788,0.0,1.0,9.889907121658325,0.0,0.0,1,0.308290958404541,0.0,17.0795,0.0,0.3773620128631592,37.975486040115356,10.877557277679443,0.0,400,0.32869768142700195,0.0,0.0,0.0,10.168057203292847,0.0,1
705.6377758979797,0.0,17.0795,2.83788,2.977717876434326,0.0,0.0,400,1.0,2.83788,0.0,1.0,9.797814846038818,0.0,0.0,1,0.30719685554504395,0.0,17.0795,0.0,0.3767375946044922,39.59773588180542,11.158508062362671,0.0,400,0.37632131576538086,0.0,0.0,0.0,10.433145999908447,0.0,1
740.2750082015991,0.0,17.0795,2.83788,2.541919231414795,0.0,0.0,400,1.0,2.83788,0.0,1.0,8.729742527008057,0.0,0.0,1,0.28896307945251465,0.0,17.0795,0.0,0.3526279926300049,34.63223743438721,9.68539047241211,0.0,400,0.3144102096557617,0.0,0.0,0.0,9.570833444595337,0.0,1
775.3616604804993,0.0,17.0795,2.83788,2.413355827331543,0.0,0.0,400,1.0,2.83788,0.0,1.0,8.407149314880371,0.0,0.0,1,0.39797163009643555,0.0,17.0795,0.0,0.3392302989959717,34.33854150772095,9.58745789527893,0.0,400,0.31241869926452637,0.0,0.0,0.0,9.778247117996216,0.0,1
808.5360577106476,0.0,17.0795,2.83788,2.448094606399536,0.0,0.0,400,1.0,2.83788,0.0,1.0,7.884770393371582,0.0,0.0,1,0.3022787570953369,0.0,17.0795,0.0,0.3669166564941406,33.16513395309448,9.04944634437561,0.0,400,0.28869032859802246,0.0,0.0,0.0,9.925655126571655,0.0,1
842.5435290336609,0.0,17.0795,2.83788,2.8880763053894043,0.0,0.0,400,1.0,2.83788,0.0,1.0,7.8723273277282715,0.0,0.0,1,0.29437851905822754,0.0,17.0795,0.0,0.3657078742980957,33.21678018569946,8.943593740463257,0.0,400,0.2776303291320801,0.0,0.0,0.0,9.583630323410034,0.0,1
874.1088290214539,0.0,17.0795,2.83788,2.743321657180786,0.0,0.0,400,1.0,2.83788,0.0,1.0,7.720479726791382,0.0,0.0,1,0.2990391254425049,0.0,17.0795,0.0,0.32984447479248047,31.5607328414917,8.688233613967896,0.0,400,0.2650752067565918,0.0,0.0,0.0,8.633598566055298,0.0,1
