LossBefore,Entropy,Perplexity,MaxReturn,MinReturn,LossAfter,ItrTime,StdReturn,AverageReturn,MaxKL,NumTrajs,TotalExecTime,ExplainedVariance,AveragePolicyStd,MeanKL,Time
-0.0,1.55245,4.72301,0.0,0.0,-0.0,8.169952630996704,0.0,0.0,0.0,200,8.09066367149353,1,0.530704,0.0,8.16994833946228
-0.0,1.55245,4.72301,0.0,0.0,-0.0,11.2440767288208,0.0,0.0,0.0,200,11.174007177352905,1,0.530704,0.0,19.417325735092163
-0.0,1.55245,4.72301,0.0,0.0,-0.0,7.506923675537109,0.0,0.0,0.0,200,7.402192115783691,1,0.530704,0.0,26.928961992263794
-0.0,1.55245,4.72301,0.0,0.0,-0.0,7.606695652008057,0.0,0.0,0.0,200,7.539470672607422,1,0.530704,0.0,34.53805732727051
-0.0,1.55245,4.72301,0.0,0.0,-0.0,7.681520462036133,0.0,0.0,0.0,200,7.636396646499634,1,0.530704,0.0,42.224836587905884
-0.0,1.55245,4.72301,0.0,0.0,-0.0,7.704577207565308,0.0,0.0,0.0,200,7.646166563034058,1,0.530704,0.0,49.93438935279846
-0.0,1.55245,4.72301,0.0,0.0,-0.0,7.678202152252197,0.0,0.0,0.0,200,7.632615804672241,1,0.530704,0.0,57.61679768562317
