MaxKL,LossAfter,Entropy,Time,StdReturn,MaxReturn,ExplainedVariance,MinReturn,TotalExecTime,LossBefore,ItrTime,AveragePolicyStd,AverageReturn,NumTrajs,Perplexity,MeanKL
5.30821,-0.115195,2.69307,11.767287254333496,3431.3845602,21200.0,0.628566375063,8900.0,11.685295104980469,-0.00720518,11.767292976379395,0.930467,15140.0,20,14.777,1.09281
2.28631,-0.0528151,2.68587,23.47142457962036,4085.76492226,18200.0,0.506349306681,0.0,11.614275932312012,-0.00301614,11.699718236923218,0.927053,9045.0,20,14.6709,0.234592
2.13512,-0.0375053,2.68436,34.94963550567627,1017.58292045,21800.0,0.969177666872,17500.0,11.424855947494507,-0.0123599,11.474299669265747,0.926329,20595.0,20,14.6488,0.123941
0.362571,-0.0200134,2.67818,46.563227891922,517.78373864,21800.0,0.987089642023,19500.0,11.494774580001831,-0.0125998,11.60167145729065,0.923528,21070.0,20,14.5586,0.0184273
0.335742,-0.00843826,2.67188,59.26705598831177,4577.27812133,21700.0,0.874608715258,0.0,12.575611114501953,-0.00422527,12.694697618484497,0.920673,19795.0,20,14.4671,0.0210354
0.791166,-0.0406239,2.66977,70.82141613960266,1056.36168049,22000.0,0.966545560504,18000.0,11.443267345428467,-0.0287986,11.537598609924316,0.91974,21010.0,20,14.4366,0.0692813
0.253078,-0.0252612,2.65537,82.35343170166016,459.238500128,21900.0,0.989376731979,20000.0,11.467708349227905,-0.0181189,11.522366523742676,0.913067,21210.0,20,14.2302,0.0229808
