ExplainedVariance,MinReturn,AverageReturn,Time,LossAfter,ItrTime,NumTrajs,MaxReturn,AveragePolicyStd,MeanKL,MaxKL,LossBefore,StdReturn,Perplexity,Entropy,TotalExecTime
1,0.0,0.0,9.69850206375122,-0.0,9.698506116867065,200,0.0,0.708268,0.0,0.0,-0.0,0.0,8.55682,2.14673,9.636869430541992
1,0.0,0.0,20.438541650772095,-0.0,10.737359523773193,200,0.0,0.708268,0.0,0.0,-0.0,0.0,8.55682,2.14673,10.64657187461853
