MaxReturn,StdReturn,MaxKL,AverageReturn,Time,Perplexity,MinReturn,LossBefore,TotalExecTime,MeanKL,AveragePolicyStd,ItrTime,LossAfter,NumTrajs,ExplainedVariance,Entropy
0.0,0.0,0.0,0.0,4.254326343536377,11.4353,0.0,-0.0,4.1846771240234375,0.0,0.82843,4.254331827163696,-0.0,40,1,2.4367
500.0,78.06247498,0.35106,12.5,8.440616130828857,11.4353,0.0,0.000702225,4.089502573013306,0.0228201,0.82843,4.182498455047607,-0.015402,40,0.143619594615,2.4367
100.0,15.612494996,0.150811,2.5,12.102810859680176,11.4393,0.0,-0.00420603,3.6051926612854004,0.0086682,0.828432,3.658048391342163,-0.0126488,40,0.0415744722438,2.43705
400.0,62.449979984,0.019934,10.0,16.706384897232056,11.4153,0.0,-0.0053042,4.5638158321380615,0.00125185,0.828108,4.597570419311523,-0.00740017,40,0.0336169458406,2.43495
300.0,48.9897948557,0.381427,10.0,21.168338298797607,11.385,0.0,0.013965,4.411463260650635,0.0609143,0.826924,4.456613063812256,-0.0148091,40,0.0527922337607,2.4323
600.0,149.582753017,0.432052,75.0,26.17817783355713,11.4648,0.0,-0.00469785,4.9723944664001465,0.134991,0.829738,5.00269627571106,-0.0391123,40,0.163952904937,2.43928
1300.0,371.071084834,0.418011,407.5,30.373948097229004,11.4379,0.0,-0.00723661,4.145785808563232,0.192218,0.829022,4.190988540649414,-0.0626936,40,0.309688748878,2.43693
