1MaxReturn,1StdReturn,1MinReturn,0MaxReturn,1PolicyExecTime,LossBefore,0Perplexity,1ExplainedVariance,1AverageReturn,1EnvExecTime,0StdReturn,ComputeUpdatedDistTime,1NumTrajs,1Perplexity,MeanKLBefore,1ProcessExecTime,0EnvExecTime,0AverageReturn,0MinReturn,0ProcessExecTime,Time,1AveragePolicyStd,dLoss,0AveragePolicyStd,LossAfter,ItrTime,MeanKL,0Entropy,0NumTrajs,0ExplainedVariance,1Entropy,0PolicyExecTime
41900.0,12745.5305279,0.0,35600.0,90.98116064071655,-1.11976994344e-09,15.4609,0.285027087567,10748.75,65.97536993026733,7060.17155865,0.5248572826385498,400,15.4862,-2.04890726607e-09,2.4742894172668457,67.19964718818665,2792.75,0.0,2.591740131378174,10587.475026369095,0.952264,0.00645724758288,0.951461,-0.00645724870265,278.8922483921051,0.00972122326493,2.73832,400,0.0261004676911,2.73995,36.31695103645325
42100.0,8330.5788777,0.0,43300.0,87.84009003639221,-1.08411768451e-09,15.572,0.0334398276331,4120.75,64.32840657234192,7091.48284916,0.5089035034179688,400,15.5827,1.11758813315e-09,2.385082244873047,59.475178241729736,2289.0,0.0,2.279491901397705,10855.401120185852,0.955261,0.00313959721097,0.9549,-0.00313959829509,266.7586917877197,0.00676658470184,2.74548,400,0.0480701027131,2.74616,38.514424324035645
46000.0,15155.2822289,0.0,33000.0,87.31751608848572,-1.86264559332e-10,15.5158,0.267568256501,14669.25,64.37196207046509,6277.89168432,0.5256023406982422,400,15.502,-3.91155818846e-09,2.350645065307617,59.45824694633484,2976.0,0.0,2.4016613960266113,11121.672910690308,0.952791,0.00544808553532,0.953182,-0.00544808572158,264.9170341491699,0.00966125447303,2.74186,400,0.0351690607577,2.74097,37.77727150917053
46700.0,14274.0509229,0.0,43600.0,88.42345213890076,3.09955811018e-10,15.178,0.216678406776,13179.5,64.38115954399109,8468.60610948,0.47231435775756836,400,15.1747,5.5879340044e-10,2.400651454925537,58.87700843811035,3646.75,0.0,2.308035135269165,11387.001141786575,0.942604,0.00560207975359,0.942695,-0.00560207944363,264.12672328948975,0.00891142617911,2.71985,400,0.0360237527929,2.71963,36.48109006881714
46400.0,12893.2178853,0.0,27100.0,89.55050897598267,-8.32369617676e-10,15.009,0.172180929923,8402.75,64.49845671653748,4183.91371804,0.4877805709838867,400,15.0518,3.72530672976e-10,2.299030065536499,58.83794546127319,1496.0,0.0,2.341588020324707,11652.630819797516,0.938789,0.00477678711177,0.937443,-0.00477678794414,264.35214018821716,0.00713730044663,2.70865,400,0.0240004635716,2.7115,33.93008303642273
48700.0,16604.5735247,0.0,40200.0,90.41496086120605,-5.82076747913e-12,14.8389,0.314497593577,14238.25,64.7130835056305,8336.21279419,0.5003602504730225,400,14.8361,-8.19564061061e-09,2.3109588623046875,59.44231343269348,3822.5,0.0,2.2476580142974854,11918.504348039627,0.932047,0.00393584509729,0.93211,-0.00393584510311,264.60274386405945,0.00632114708424,2.69725,400,0.0661320236035,2.69706,32.86048984527588
46600.0,11094.0487171,0.0,29500.0,86.92800331115723,-1.26019594759e-09,14.8595,0.187855303297,6555.75,61.53271174430847,4794.53318244,0.5096166133880615,400,14.9286,4.47034675943e-09,2.254297971725464,58.84122943878174,1591.25,0.0,2.2529687881469727,12173.479305505753,0.93495,0.00249147638388,0.932766,-0.00249147764407,253.70570492744446,0.0090010901913,2.69864,400,0.0254533515721,2.70328,30.727810621261597
47700.0,17299.9009372,0.0,43000.0,86.19615173339844,5.36965694131e-10,14.7628,0.291007464517,13355.25,61.27581739425659,5332.70029511,0.4585607051849365,400,14.7963,3.35276140184e-09,2.335151195526123,57.40719389915466,1515.25,0.0,2.3790853023529053,12424.567660093307,0.930789,0.00434590464138,0.929719,-0.00434590410441,249.90576267242432,0.00971372798085,2.69211,400,0.0752827981398,2.69438,27.081248998641968
38100.0,9701.00144315,0.0,42400.0,84.44151592254639,1.42026701511e-09,14.8335,0.347383901784,6839.0,60.753217935562134,6582.35092881,0.46346545219421387,400,14.8286,-8.7544407279e-09,2.221250534057617,56.867515563964844,1812.5,0.0,2.201369524002075,12670.402309417725,0.93183,0.00470187191386,0.931964,-0.00470187049359,244.63025403022766,0.00977579783648,2.69689,400,0.0264378049186,2.69656,27.289678812026978
50100.0,18668.2012457,0.0,31600.0,85.67148113250732,-1.28056870663e-10,14.731,0.364624323477,16528.5,60.597976207733154,5453.38647081,0.4718611240386963,400,14.7406,3.72528952131e-10,2.187140941619873,57.27369737625122,2676.0,0.0,2.223064422607422,12916.990545034409,0.929031,0.00379581294255,0.928708,-0.00379581307061,245.39619612693787,0.00705907866359,2.68995,400,0.0730895816924,2.69061,26.77734899520874
