MeanKL,TotalExecTime,MaxReturn,AveragePolicyStd,LossBefore,Perplexity,ExplainedVariance,AverageReturn,Entropy,MaxKL,ItrTime,StdReturn,Time,LossAfter,NumTrajs,MinReturn
0.649178,6.388277053833008,7600.0,0.87453,-0.0189915,13.0471,0.288234629327,4150.0,2.56857,1.25597,6.454237461090088,1467.82151504,6.454232454299927,-0.108071,20,2300.0
0.0137436,6.29257345199585,21900.0,0.866016,-0.00802849,12.8017,0.982110668972,21095.0,2.54958,0.0295041,6.339761734008789,699.6248995,12.797801733016968,-0.0136453,20,19200.0
0.00787714,6.526188373565674,21900.0,0.864247,-0.0121751,12.7504,0.987932178343,21245.0,2.54556,0.0692677,6.5662922859191895,491.4010582,19.36958146095276,-0.0177171,20,20200.0
0.00249896,6.351241827011108,21800.0,0.861589,-0.0205211,12.673,0.99091150886,21375.0,2.53948,0.013801,6.42301082611084,338.932146602,25.802774906158447,-0.0225253,20,20600.0
0.02191,6.234177589416504,22100.0,0.857155,-0.0327277,12.5437,0.990096603249,21375.0,2.52922,0.175011,6.297443389892578,390.99232729,32.104599952697754,-0.043056,20,20600.0
0.0219297,6.253320217132568,21800.0,0.850204,-0.0114733,12.3401,0.992277335996,21370.0,2.51285,0.0653125,6.30885648727417,298.496231132,38.41739797592163,-0.01827,20,20500.0
0.0157569,6.408430337905884,22000.0,0.84776,0.00768634,12.2695,0.993788841514,21620.0,2.50712,0.0985824,6.447572708129883,196.468827044,44.86872911453247,0.00147479,20,21200.0
