MinReturn,Entropy,StdReturn,LossAfter,ExplainedVariance,MaxReturn,MeanKL,ItrTime,AverageReturn,AveragePolicyStd,LossBefore,MaxKL,Time,TotalExecTime,Perplexity,NumTrajs
0.0,1.73658,121.83492931,-0.0370653,0.16274042778,400.0,0.262991,6.309464693069458,62.5,0.58088,0.0102202,1.92083,6.309459447860718,6.245088338851929,5.67789,40
0.0,1.7468,146.436846456,-0.0323146,0.205444066712,400.0,0.140709,6.462197542190552,82.5,0.584186,0.0142165,0.882764,12.776702642440796,6.3653082847595215,5.73622,40
0.0,1.75391,181.383571472,-0.0206672,0.492863449708,500.0,0.0620807,6.044765949249268,210.0,0.586334,0.00407583,0.733427,18.82542872428894,6.001049518585205,5.77714,40
0.0,1.75595,117.792189894,-0.00089943,0.802021690187,500.0,0.0336043,6.124027252197266,325.0,0.587267,0.020198,0.545574,24.953147172927856,6.082814931869507,5.78892,40
0.0,1.76604,166.132477258,-0.0392253,0.556209271738,500.0,0.151539,6.195119619369507,230.0,0.590484,0.0149787,1.12444,31.16480588912964,6.140456199645996,5.84768,40
0.0,1.77353,102.95630141,-0.0104689,0.834939418291,500.0,0.0126182,6.0396668910980225,330.0,0.592593,-0.00352946,0.0733633,37.21108841896057,5.95563006401062,5.89164,40
0.0,1.77177,166.564552051,-0.00873885,0.692030199771,1000.0,0.0667541,6.038914442062378,397.5,0.592493,0.00979672,0.263803,43.25451421737671,5.988358736038208,5.88125,40
