ExplainedVariance,Time,MeanKL,Perplexity,AverageReturn,ItrTime,NumTrajs,TotalExecTime,AveragePolicyStd,LossAfter,Entropy,LossBefore,MaxKL,MaxReturn,MinReturn,StdReturn
0.0758989814837,18.553641319274902,0.0938417,14.5788,30.0,18.55364680290222,20,18.479879140853882,0.92455,-0.0186686,2.67957,-0.00304445,0.860315,600.0,0.0,130.766968306
1,37.9017608165741,0.0,14.5344,0.0,19.342501401901245,20,19.23849105834961,0.923169,-0.0,2.67652,-0.0,0.0,0.0,0.0,0.0
1,57.30634951591492,0.0,14.5344,0.0,19.39702582359314,20,19.23404598236084,0.923169,-0.0,2.67652,-0.0,0.0,0.0,0.0,0.0
1,77.1872148513794,0.0,14.5344,0.0,19.868565320968628,20,19.770706176757812,0.923169,-0.0,2.67652,-0.0,0.0,0.0,0.0,0.0
1,97.09787011146545,0.0,14.5344,0.0,19.891906261444092,20,19.840621948242188,0.923169,-0.0,2.67652,-0.0,0.0,0.0,0.0,0.0
1,116.66814160346985,0.0,14.5344,0.0,19.563308238983154,20,19.466556549072266,0.923169,-0.0,2.67652,-0.0,0.0,0.0,0.0,0.0
1,135.67296242713928,0.0,14.5344,0.0,18.98023509979248,20,18.92499613761902,0.923169,-0.0,2.67652,-0.0,0.0,0.0,0.0,0.0
