Perplexity,AverageReturn,MeanKL,Entropy,StdReturn,ExplainedVariance,ItrTime,MaxReturn,MinReturn,LossAfter,AveragePolicyStd,MaxKL,Time,LossBefore,NumTrajs,TotalExecTime
17.1872,1450.0,0.189221,2.84416,1364.36798555,0.108013268941,7.698800802230835,5100.0,0.0,-0.0584098,1.0032,0.499127,7.698797225952148,-0.0246828,20,7.598728179931641
16.7681,3970.0,0.0222165,2.81948,2281.03046889,0.323538903637,8.248199224472046,8800.0,900.0,0.0186879,0.990919,0.0596956,15.949933767318726,0.0295291,20,8.142645120620728
17.0175,6025.0,0.0233027,2.83424,2645.72768818,0.24264870949,6.345200777053833,10600.0,1200.0,-0.00632646,0.998246,0.0495207,22.297959089279175,0.00172111,20,6.297724962234497
17.0322,7430.0,0.00713058,2.8351,2373.20458452,0.330570239558,6.302045822143555,11700.0,1600.0,-0.0116054,0.998685,0.0262783,28.606459617614746,-0.00780921,20,6.256759881973267
16.9658,7140.0,0.0221585,2.8312,3563.90235556,0.249810596854,7.536989450454712,15800.0,1500.0,0.0116248,0.996755,0.0708714,36.15604305267334,0.0192087,20,7.484234094619751
17.1295,6260.0,0.0507996,2.8408,3286.70047312,0.331102529111,7.753894329071045,12400.0,1700.0,-0.020826,1.00162,0.142182,43.91579055786133,-0.00467731,20,7.706268548965454
17.0895,6490.0,0.050086,2.83847,2731.28175039,0.3540775031,6.5629563331604,13500.0,2500.0,-0.0376864,1.00042,0.0980482,50.48407793045044,-0.0216591,20,6.520107984542847
