Perplexity,MaxKL,MinReturn,ExplainedVariance,ItrTime,Time,TotalExecTime,AveragePolicyStd,LossBefore,LossAfter,MeanKL,AverageReturn,MaxReturn,Entropy,StdReturn,NumTrajs
11.0609,9.53019,0.0,0.161851824447,4.863338232040405,4.863336801528931,4.810064315795898,0.805297,0.0161313,-0.0184488,0.146475,200.0,600.0,2.40341,200.0,40
11.2407,0.571124,0.0,0.224122911254,4.758813142776489,9.625421285629272,4.705674171447754,0.812197,0.0216276,-0.00770702,0.0752112,550.0,1400.0,2.41954,359.861084309,40
11.3629,3.13152,0.0,0.346573240031,4.737215757369995,14.365569591522217,4.704002857208252,0.816583,0.00947954,-0.0375102,0.112653,1072.5,3000.0,2.43036,759.271855135,40
11.4169,1.23158,0.0,0.555825233269,6.188234567642212,20.56194043159485,6.153900861740112,0.818793,-0.0220771,-0.055846,0.0642577,2595.0,5100.0,2.4351,1065.82127958,40
11.2916,1.46911,400.0,0.540640144744,4.807615280151367,25.373382091522217,4.7713868618011475,0.814403,-0.0194658,-0.0768833,0.224575,3032.5,4900.0,2.42406,1108.01342501,40
11.1822,20.3424,0.0,0.583578289279,5.243292331695557,30.622342109680176,5.168268442153931,0.810315,-0.00250442,-0.0155378,0.0311502,2652.5,6800.0,2.41433,2540.17592895,40
11.1682,1.10132,0.0,0.627105958396,5.011437654495239,35.63892865180969,4.977134704589844,0.809478,-0.00838025,-0.0510336,0.157352,3750.0,6500.0,2.41307,2267.81833488,40
