LossBefore,ExplainedVariance,AverageReturn,MaxKL,MinReturn,AveragePolicyStd,StdReturn,MeanKL,TotalExecTime,Time,NumTrajs,LossAfter,MaxReturn,Perplexity,ItrTime,Entropy
-0.00314486,0.285412735669,5365.0,1.75818,1400.0,0.95435,2459.73067631,0.531949,5.306968927383423,5.360129356384277,20,-0.106466,10500.0,15.4937,5.360132932662964,2.74043
-0.00453137,0.920277332827,18810.0,0.207326,15800.0,0.952866,1527.38338344,0.0468945,5.082650899887085,10.505867004394531,20,-0.0223337,20700.0,15.445,5.141654968261719,2.73729
-0.0118261,0.953274529271,19675.0,0.184352,16900.0,0.951858,1038.20759003,0.0546495,5.138734817504883,15.67784571647644,20,-0.0264069,21100.0,15.4101,5.1683173179626465,2.73502
-0.0146982,0.96213526369,19610.0,0.0773627,17300.0,0.948914,975.141015443,0.0174958,4.712117671966553,20.4314067363739,20,-0.023528,21100.0,15.3192,4.75086784362793,2.72911
-0.019883,0.953888856128,19765.0,1.25666,17600.0,0.946,1149.90216975,0.18629,4.783706903457642,25.267796993255615,20,-0.0551866,21400.0,15.2071,4.83002495765686,2.72176
-0.0321781,0.765826606211,15105.0,0.66159,11900.0,0.941161,1828.24369273,0.249503,5.854202747344971,31.1794753074646,20,-0.0935234,18800.0,15.0566,5.907969951629639,2.71182
-0.0378807,0.871312795731,17790.0,0.302276,12700.0,0.933531,1966.95195671,0.0940748,5.618298292160034,36.83192253112793,20,-0.0631239,21000.0,14.8163,5.648478269577026,2.69573
