LossAfter,NumTrajs,LossBefore,ExplainedVariance,MinReturn,Perplexity,AverageReturn,Time,Entropy,MaxReturn,MeanKL,MaxKL,TotalExecTime,StdReturn,AveragePolicyStd,ItrTime
-0.0,200,-0.0,1,0.0,7.13707,0.0,8.616986274719238,1.9653,0.0,0.0,0.0,8.526091575622559,0.0,0.646587,8.616989135742188
-0.0,200,-0.0,1,0.0,7.13707,0.0,16.646809816360474,1.9653,0.0,0.0,0.0,7.972651481628418,0.0,0.646587,8.025980949401855
-0.0,200,-0.0,1,0.0,7.13707,0.0,25.10477328300476,1.9653,0.0,0.0,0.0,8.411645650863647,0.0,0.646587,8.455485105514526
-0.0,200,-0.0,1,0.0,7.13707,0.0,33.62688398361206,1.9653,0.0,0.0,0.0,8.468697309494019,0.0,0.646587,8.517945051193237
-0.0,200,-0.0,1,0.0,7.13707,0.0,41.731005907058716,1.9653,0.0,0.0,0.0,8.039783477783203,0.0,0.646587,8.099149703979492
-0.0,200,-0.0,1,0.0,7.13707,0.0,50.25168013572693,1.9653,0.0,0.0,0.0,8.425247192382812,0.0,0.646587,8.516862630844116
-0.0,200,-0.0,1,0.0,7.13707,0.0,58.26073861122131,1.9653,0.0,0.0,0.0,7.960465669631958,0.0,0.646587,8.006708860397339
