StdReturn,Entropy,ExplainedVariance,AveragePolicyStd,MinReturn,TotalExecTime,ItrTime,Time,AverageReturn,LossBefore,MaxKL,Perplexity,MaxReturn,LossAfter,NumTrajs,MeanKL
1124.84443369,2.67957,0.411576707986,0.92455,0.0,19.722772121429443,19.924238204956055,19.924232006072998,1035.0,0.0230563,2.35784,14.5788,3300.0,-2.27988e-05,20,0.175356
4216.17124889,2.70262,0.556834849539,0.935323,17300.0,18.392112016677856,18.46562433242798,38.39548444747925,22970.0,0.00434815,3.95847,14.9188,33300.0,-0.0897933,20,0.611496
6119.48527247,2.7048,0.852535150462,0.93632,10800.0,19.460027933120728,19.53030753135681,57.93252778053284,35770.0,-0.0188539,0.146117,14.9513,40600.0,-0.0247177,20,0.0307495
1347.91505667,2.69537,0.963632144971,0.931953,35200.0,19.394075870513916,19.5231990814209,77.47566938400269,39375.0,-0.0180965,0.190753,14.811,42400.0,-0.0258668,20,0.0303487
2706.0072062,2.68632,0.947525011017,0.92785,30800.0,19.897107124328613,20.132992029190063,97.62328124046326,39555.0,-0.000242271,0.163375,14.6776,42000.0,-0.00273042,20,0.0101243
9428.18116075,2.6862,0.914263001029,0.927678,0.0,19.663137435913086,19.760369777679443,117.38658952713013,37020.0,0.00675897,1.13686,14.6758,41600.0,-0.00171151,20,0.0616153
8846.66462572,2.68958,0.919408875136,0.929219,0.0,19.798987865447998,19.864815950393677,137.26913619041443,37645.0,-0.0102512,0.473267,14.7255,42200.0,-0.0250108,20,0.0466275
