AveragePolicyStd,Time,NumTrajs,ExplainedVariance,Entropy,MinReturn,ItrTime,MaxKL,TotalExecTime,StdReturn,MeanKL,Perplexity,MaxReturn,AverageReturn,LossAfter,LossBefore
0.935103,12.263179779052734,20,1,2.7007,0.0,12.263185977935791,0.0,12.193365097045898,0.0,0.0,14.8902,0.0,0.0,-0.0,-0.0
0.935103,24.579692602157593,20,1,2.7007,0.0,12.312949419021606,0.0,12.254180669784546,0.0,0.0,14.8902,0.0,0.0,-0.0,-0.0
0.935103,36.99398136138916,20,1,2.7007,0.0,12.407141208648682,0.0,12.346248626708984,0.0,0.0,14.8902,0.0,0.0,-0.0,-0.0
0.935103,49.30709218978882,20,1,2.7007,0.0,12.307037830352783,0.0,12.223762512207031,0.0,0.0,14.8902,0.0,0.0,-0.0,-0.0
0.935103,61.11116170883179,20,1,2.7007,0.0,11.789321660995483,0.0,11.744524717330933,0.0,0.0,14.8902,0.0,0.0,-0.0,-0.0
0.935103,73.02357983589172,20,1,2.7007,0.0,11.90650987625122,0.0,11.866277933120728,0.0,0.0,14.8902,0.0,0.0,-0.0,-0.0
0.935103,85.22136616706848,20,1,2.7007,0.0,12.194215536117554,0.0,12.128915071487427,0.0,0.0,14.8902,0.0,0.0,-0.0,-0.0
