AverageReturn,LossBefore,MaxKL,MaxReturn,MeanKL,AveragePolicyStd,MinReturn,Time,ExplainedVariance,LossAfter,NumTrajs,Entropy,TotalExecTime,ItrTime,Perplexity,StdReturn
80.0,0.0108518,0.351228,400.0,0.0734114,0.87453,0.0,12.180624961853027,0.167387435532,-0.00692026,20,2.56857,12.060919761657715,12.180630922317505,13.0471,120.830459736
3955.0,0.0189167,0.411098,6500.0,0.225105,0.879243,1200.0,23.709543704986572,0.234679432727,-0.051542,20,2.57942,11.395957231521606,11.523965835571289,13.1895,1702.4908223
19380.0,0.0112362,0.110822,21200.0,0.0483572,0.883305,16600.0,35.97628664970398,0.955630307376,-0.0062562,20,2.58888,12.13017988204956,12.260417699813843,13.3148,971.390755566
19565.0,-0.0289956,0.0650107,20900.0,0.0368638,0.885771,17000.0,47.74758052825928,0.958086492834,-0.0406729,20,2.5945,11.561955213546753,11.765514850616455,13.3899,1086.40462076
19895.0,-0.0252528,0.0248445,21100.0,0.00407206,0.879277,17900.0,59.20957279205322,0.961247506678,-0.0312314,20,2.58,11.385846376419067,11.456286191940308,13.1971,890.210649229
20395.0,-0.0217834,0.121569,21300.0,0.0223548,0.873722,18200.0,70.35773468017578,0.980912408111,-0.0312431,20,2.56737,11.092137336730957,11.139706134796143,13.0315,628.07244805
20735.0,-0.0233805,0.120095,21300.0,0.0337387,0.868954,19400.0,82.3581473827362,0.985920806839,-0.0381242,20,2.55648,11.897608280181885,11.993856430053711,12.8904,512.127913709
