AverageReturn,ExplainedVariance,StdReturn,LossAfter,MaxKL,MinReturn,Perplexity,Entropy,Time,ItrTime,MeanKL,AveragePolicyStd,MaxReturn,TotalExecTime,NumTrajs,LossBefore
0.0,1,0.0,-0.0,0.0,0.0,17.1557,2.84233,10.879704713821411,10.879708051681519,0.0,1.00326,0.0,10.78876805305481,20,-0.0
0.0,1,0.0,-0.0,0.0,0.0,17.1557,2.84233,21.277212619781494,10.387568235397339,0.0,1.00326,0.0,10.289387464523315,20,-0.0
0.0,1,0.0,-0.0,0.0,0.0,17.1557,2.84233,31.992480516433716,10.711037397384644,0.0,1.00326,0.0,10.67448115348816,20,-0.0
0.0,1,0.0,-0.0,0.0,0.0,17.1557,2.84233,42.575510025024414,10.579551696777344,0.0,1.00326,0.0,10.506850242614746,20,-0.0
0.0,1,0.0,-0.0,0.0,0.0,17.1557,2.84233,53.08330059051514,10.50229811668396,0.0,1.00326,0.0,10.454538583755493,20,-0.0
0.0,1,0.0,-0.0,0.0,0.0,17.1557,2.84233,63.810174226760864,10.721681118011475,0.0,1.00326,0.0,10.676913499832153,20,-0.0
0.0,1,0.0,-0.0,0.0,0.0,17.1557,2.84233,74.6329824924469,10.81903600692749,0.0,1.00326,0.0,10.730554819107056,20,-0.0
