Perplexity,LossAfter,MaxReturn,MinReturn,Entropy,AverageReturn,MaxKL,StdReturn,LossBefore,MeanKL,ExplainedVariance,ItrTime,AveragePolicyStd,NumTrajs,TotalExecTime,Time
16.3558,-0.139333,1500.0,0.0,2.79458,490.0,44.0356,351.994318136,0.0233175,1.16632,0.217480729318,7.853166580200195,0.982009,40,7.778223514556885,7.853161573410034
16.7417,-0.0560105,5200.0,1500.0,2.8179,3222.5,16.6407,888.393916008,-0.00899234,0.1649,0.618634267177,7.040453910827637,0.992462,40,6.958240747451782,14.899596452713013
16.6666,-0.0587412,5700.0,1700.0,2.8134,3537.5,11.9557,993.400095631,-0.0280384,0.0774491,0.63404484787,7.093653917312622,0.990575,40,7.053098201751709,21.998051404953003
16.4345,-0.0449478,5300.0,1400.0,2.79939,3415.0,0.853715,1008.3526169,-0.0245222,0.0334131,0.624333992371,7.245149850845337,0.984161,40,7.09710693359375,29.249568700790405
16.2343,-0.0617818,6100.0,2100.0,2.78712,3742.5,38.6037,887.098500731,-0.0299976,0.152855,0.696107240643,7.485872268676758,0.977884,40,7.409321546554565,36.73951816558838
15.9926,-0.0821228,6500.0,2800.0,2.77213,3952.5,72.2778,853.811308194,-0.0367757,0.239608,0.745003175368,7.2876482009887695,0.970285,40,7.244925022125244,44.036991596221924
15.7012,-0.0331834,6300.0,100.0,2.75374,4027.5,1.7408,1389.60201137,0.0058458,0.12087,0.642683327738,7.110669136047363,0.961232,40,7.0514771938323975,51.15321135520935
