LossAfter,ItrTime,Time,Entropy,AverageReturn,NumTrajs,Perplexity,MinReturn,StdReturn,TotalExecTime,LossBefore,MaxReturn,ExplainedVariance,AveragePolicyStd,MaxKL,MeanKL
-0.108362,8.073003768920898,8.072998523712158,2.56857,17075.0,20,13.0471,13700.0,1904.17304886,7.981657028198242,-0.0134521,20100.0,0.833314353608,0.87453,1.46015,0.739667
-0.0289563,7.822321891784668,15.900003910064697,2.55512,20675.0,20,12.8728,19000.0,637.867541109,7.766800403594971,-0.0118431,21900.0,0.980736032134,0.868705,0.313976,0.0936982
-0.0177049,8.068152666091919,23.971819400787354,2.5492,21060.0,20,12.7968,20100.0,437.492857085,8.023590803146362,-0.0073568,21700.0,0.988597664788,0.866114,0.0834022,0.0260296
-0.023125,8.030619621276855,32.00769519805908,2.54552,21370.0,20,12.7498,20800.0,270.370116692,7.975329399108887,-0.0128159,21800.0,0.991609521281,0.864678,0.113501,0.0493404
-0.0101582,9.158198118209839,41.18991041183472,2.53911,21490.0,20,12.6684,20900.0,282.665880502,9.099384546279907,-0.00122419,22100.0,0.992576998256,0.861808,0.0733099,0.0219258
-0.034341,8.856233596801758,50.05521583557129,2.5385,21470.0,20,12.6606,20800.0,308.382878902,8.811011552810669,-0.0286568,22100.0,0.992051365538,0.861507,0.0664263,0.0112261
-0.0190734,8.78913950920105,58.852731704711914,2.52417,21480.0,20,12.4805,20400.0,357.21142199,8.720090866088867,-0.0117583,22000.0,0.990649070632,0.85539,0.061323,0.025795
