AverageReturn,StdReturn,MinReturn,ExplainedVariance,LossAfter,Perplexity,MaxKL,MeanKL,Entropy,NumTrajs,TotalExecTime,LossBefore,AveragePolicyStd,ItrTime,Time,MaxReturn
365.0,449.749930517,0.0,0.158398471845,-0.0411283,11.639,2.39217,0.346753,2.45436,20,10.640499114990234,0.00690683,0.827472,10.724209070205688,10.724205255508423,1500.0
22835.0,8292.60363215,0.0,0.701608991414,-0.0441284,11.7197,0.217444,0.102291,2.46127,20,10.577298879623413,-0.00732724,0.830018,10.675659894943237,21.4032461643219,31800.0
25735.0,16919.227967,0.0,0.854789664465,-0.00690733,11.6768,0.0334988,0.00964054,2.4576,20,10.197892904281616,-0.00190599,0.828497,10.240477323532104,31.647122859954834,39900.0
28285.0,16501.0689048,0.0,0.858266079201,-0.023079,11.6657,0.0134455,0.00291099,2.45665,20,10.657789945602417,-0.0208655,0.827984,10.696839332580566,42.34704303741455,40100.0
36780.0,8521.30271731,0.0,0.884832408244,-0.0292904,11.5446,0.0125892,0.00279218,2.44622,20,10.474790811538696,-0.0268013,0.823406,10.52701997756958,52.87905931472778,41100.0
36800.0,8479.56366802,0.0,0.89854469392,-0.0262684,11.3909,0.0197133,0.00384872,2.43282,20,10.65705394744873,-0.0240527,0.817943,10.687429666519165,63.57038855552673,40600.0
32435.0,13922.5096516,0.0,0.876732849838,-0.0134884,11.2548,0.0210204,0.00279036,2.42079,20,10.533201217651367,-0.0109764,0.812874,10.581410646438599,74.15667295455933,40000.0
