MinReturn,MeanKL,Perplexity,TotalExecTime,AveragePolicyStd,LossAfter,Time,ItrTime,NumTrajs,Entropy,MaxReturn,MaxKL,StdReturn,LossBefore,ExplainedVariance,AverageReturn
300.0,2.04631,5.67789,6.090925931930542,0.58088,-0.213306,6.179477691650391,6.179479360580444,40,1.73658,2900.0,7.19232,585.149553533,0.0020291,0.528138065877,1610.0
7000.0,0.0445184,5.68942,6.038952589035034,0.582781,-0.0792155,12.277804613113403,6.095627069473267,40,1.73861,7700.0,0.366136,192.856812169,-0.0585086,0.993695791156,7392.5
7000.0,0.0698104,5.52539,7.14052152633667,0.573999,-0.0481124,19.498176097869873,7.213992118835449,40,1.70935,7900.0,0.267123,200.935312974,-0.0256624,0.993419098207,7475.0
7100.0,0.0772211,5.45495,6.1674675941467285,0.569669,-0.0410198,25.710779905319214,6.2019476890563965,40,1.69652,8000.0,0.577815,177.411949992,-0.0138578,0.995530383743,7555.0
7200.0,0.00835545,5.41728,6.276043176651001,0.567239,-0.00610498,32.064632177352905,6.3451361656188965,40,1.68959,7800.0,0.0586997,148.239670804,0.000559427,0.995661228213,7505.0
7100.0,0.0192838,5.41879,6.087208271026611,0.566968,-0.0189667,38.21594214439392,6.1415321826934814,40,1.68987,7800.0,0.113904,144.719556384,-0.0093786,0.996138073468,7517.5
7100.0,0.0771291,5.39345,6.072861194610596,0.565711,-0.0481281,44.324522733688354,6.102863788604736,40,1.68518,7900.0,0.528753,161.554944214,-0.0275196,0.995619530464,7570.0
