AveragePolicyStd,StdReturn,Time,Perplexity,LossAfter,MeanKL,ItrTime,ExplainedVariance,TotalExecTime,MinReturn,AverageReturn,MaxReturn,MaxKL,LossBefore,NumTrajs,Entropy
0.947542,158.113883008,5.467958688735962,15.2117,-0.00821383,0.222373,5.467963218688965,0.735554163278,5.381272077560425,0.0,300.0,500.0,4.99518,0.00376087,20,2.72206
0.949832,72.6291952317,11.206019878387451,15.269,-0.0860854,0.219219,5.732592821121216,0.857122767839,5.6800196170806885,0.0,235.0,300.0,6.89766,-0.021349,20,2.72582
0.944128,107.238052948,16.858420372009277,15.1068,-0.0217987,0.0211538,5.648670434951782,0.786136660513,5.608412981033325,0.0,250.0,400.0,0.233961,-0.0144214,20,2.71515
0.941038,92.0597631976,22.45662260055542,14.9983,0.00895833,0.11552,5.595095872879028,0.863545500955,5.55584454536438,100.0,295.0,500.0,2.37324,0.0175781,20,2.70794
0.945114,107.121426428,27.97608971595764,15.1307,-0.00240352,0.0432307,5.515034914016724,0.903881202524,5.487905740737915,200.0,495.0,700.0,0.5197,0.0081109,20,2.71673
0.946543,79.2148975888,33.64482116699219,15.1922,-0.0165473,0.00711907,5.6641600131988525,0.91654036216,5.628575325012207,300.0,435.0,600.0,0.0793383,-0.0075155,20,2.72078
0.945004,86.0232526704,39.31291055679321,15.1352,-0.0331901,0.00811054,5.665724992752075,0.913745584118,5.62734580039978,300.0,460.0,600.0,0.123302,-0.0282823,20,2.71702
