MinReturn,ExplainedVariance,MaxReturn,MeanKL,AveragePolicyStd,LossBefore,LossAfter,ItrTime,NumTrajs,AverageReturn,StdReturn,Entropy,MaxKL,Perplexity,TotalExecTime,Time
0.0,1,0.0,0.0,0.82843,-0.0,-0.0,4.131402492523193,40,0.0,0.0,2.4367,0.0,11.4353,4.06257963180542,4.131383895874023
0.0,0.552730283885,900.0,0.00819129,0.82843,0.0162736,0.00557029,4.828513145446777,40,22.5,140.512454964,2.4367,0.190015,11.4353,4.750606060028076,8.964069604873657
0.0,0.506561277348,2400.0,0.033245,0.830706,-0.00746842,-0.0310551,4.539716005325317,40,95.0,428.923070025,2.44484,0.476106,11.5287,4.507410526275635,13.510111093521118
0.0,0.495132012791,4000.0,0.055897,0.829837,-0.0201009,-0.0573347,3.7261979579925537,40,860.0,1211.15647214,2.44111,0.329709,11.4857,3.6952412128448486,17.241938829421997
0.0,0.592947279804,5800.0,0.0654736,0.826055,-0.00898438,-0.0640761,3.536924362182617,40,2997.5,1897.82605894,2.43106,0.521386,11.3709,3.477019786834717,20.785175323486328
3200.0,0.754346071451,7200.0,0.447104,0.824733,-0.0590695,-0.137614,4.4873363971710205,40,4735.0,962.172022042,2.42656,1.12956,11.3199,4.457049131393433,25.279340982437134
0.0,0.191051905615,3800.0,0.68023,0.812187,0.00225579,-0.124522,4.29443097114563,40,1520.0,1078.47114009,2.39703,1.96691,10.9905,4.261805057525635,29.57976245880127
